time,FINAL TIME,INITIAL TIME,SAVEPER,TIME STEP,business construction,GDPGN,housing construction,net births,outmigration,inmigration,Population,AREA,attractiveness from jobs multiplier,attractiveness from housing multiplier,BCN,BDN,BN,business demolition,business labor force multiplier,business land multiplier,Business structures,DN,HCN,HDN,households to housing ratio,Housing,housing availability multiplier,housing demolition,housing land multiplier,HS,IMN,jobs,JPBS,labor force,labor to job ratio,land fraction occupied,LPBS,LPF,LPH,OMN,gdp growth rate,business income multiplier,increase amount,average monthly income 90,average monthly income 20,average monthly income 50,income 90 multiplier,income 50 multiplier,average monthly income,income 20 multiplier,labor force income multiplier,IMI50,IMI90,IMI20,change to ticket cost,Public Transport Ticket Cost,TCI,Number of Bus Routes,Number of Railway Lines,ITBR,Number of Trips per Bus Route,Number of Trips per Railway line,ILRR,increasing railway trips,increaing bus trips,ITRR,daily railway capacity,Daily railway trips,increasing railway lines,increasing bus routes,IRBR,number of trains,MAX CAPACITY RAILWAY,VEHICLES PER LINE,number of bus,VEHICLES PER ROUTE,MAX CAPACITY BUS,daily bus capacity,Daily bus trips,CAR COST KM,Road available,road construction,RCR,EMISSION PETROL CAR,car electricity co2 emission,railway electricity co2 emission,car petrol co2 emission,EMISSION DIESEL CAR,bus electricity co2 emission,EMISSION ELECTRICITY CAR,EMISSION NATURAL GAS BUS,car diesel co2 emissions,EMISSION DIESEL BUS,EMISSION ELECTRICITY BUS,EMISSION ELECTRICITY RAILWAY,bus diesel co2 emission,bus natural gas co2 emission,emissions of greenhouse gases mobility,bus electricity activity,bus natural gas activity,AVERAGE DISTANCE RAILWAY TRIP,PERCENTAGE BUS DIESEL,PERCENTAGE BUS ELECTRICITY,PERCENTAGE BUS NATURAL GAS,railway activity per year,bus diesel activity,DIESEL PETROL RATIO,INITIAL RATIO CAR PETROL,percentage car diesel,percentage car petrol,INITIAL RATIO CAR DIESEL,INITIAL RATIO CAR ELECTRICITY,percentage car eletricity,AVERAGE DISTANCE BUS ROUTES,AVERAGE DISTANCE CAR,bus activity per year,car activity per year,car diesel activity,car electricity activity,car petrol activity,emissions per year,CO2 CAPTURE PER GREEN AREA,co2 capture green spaces,CO2 CAPTURE PER M2 BODY OF WATER,co2 capture sea river,CO2 TECHNOLOGIES CAPTURE,emissions of greenhouse gases business,BODY OF WATER M2,GREEN AREA,EpB,Motorization rate number of motorized vehicles per 1000 inhabitants,Affordability of public transport for the poorest group,daily walk trips,daily chosen bus,daily chosen railway,daily chosen car,construction,Land Use for mobility,Railway Daily Occupancy rate,number of mototized private vehicles,Emissions of greenhouse gases,TPC,PRIVATE PARKING CONSTRUCTION,BUS Daily Occupancy rate,PEDESTRIAN SIDEWALK CONSTRUCTION,Mobility space usage
2037,2061,2011,1,1,2696.4742275935723,0.008078242,126.52896224041585,207.93176968260485,4561.768416506126,5802.620843168863,212175.27518633148,22814900.0,0.9999997577846074,0.9663692211516155,0.02565,0.02758,0.0083,1218.477321370378,1.6532923556584584,1.4392494031940906,44179.74334192814,0.00732,0.001076,0,1.0336307788483845,76026.60143475047,1.0588538629846729,0.0,1.4607505968059094,2.7,0.0283,101613.40968643471,2.3,147673.9915296867,1.4532923556584583,0.4215011936118189,80,0.696,80,0.0215,0.004039121,0.008768596896236621,3.631329588077643,3719.8617248672267,628.6751347961967,853.1701997336995,4.128826530612245,0.9489795918367347,899.0395653107801,0.7219387755102041,-0.022664617782922915,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,80.75889114224036,575.614125,84997.37844774494,140,180.07160010655502,42.828,932,55905.280558746264,871,348.3,645,1621.10970225126,7420.4182084678805,150780.63153345915,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.35990628853598944,0.6383941878916006,0.69,0.001,0.0016995235724099856,16.3,12.8,10340028.717,1109520576.0000002,399323432.5624733,1885656.3729859053,708311487.0645411,230244.59388635,0.00113,67729.375,0.001,4731.8,9,151934.13735289086,4731800.0,59937500.0,3.439,487.02459874328696,0.05320713059670124,38991,38086,26343,237483,40,10040,0.6969047619047619,103253.47826086957,0.7106418568376744,2.3,20,0.13696326625492097,20,0.04731936834385115
2038,2061,2011,1,1,2718.2482177751635,0.008013507,128.1019636598254,209.35157819502328,4592.917276727551,5810.027185628606,213624.05938267682,22814900.0,0.9999997640250495,0.9610404512444002,0.02565,0.02758,0.0083,1259.2404760440138,1.6158497029938275,1.4364362839282359,45657.740248151335,0.00732,0.001076,0,1.0389595487555998,76153.13039699088,1.0681792103222998,0.0,1.463563716071764,2.7,0.0283,105012.80257074806,2.3,148682.34533034306,1.4158497029938273,0.427127432143528,80,0.696,80,0.0215,0.0040067535,0.0083635439820478,3.6167797674841298,3734.5210670007023,632.9043493747384,856.616257404018,4.128826530612245,0.9489795918367347,902.6708948988577,0.7219387755102041,-0.02079248514969137,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,82.8079609897701,575.614125,85439.34565074473,140,180.07160010655502,42.828,932,56195.9754123135,871,348.3,645,1621.10970225126,7420.4182084678805,151515.34265987368,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3598940136355418,0.6383724149319379,0.69,0.001,0.0017335714325204168,16.3,12.8,10340028.717,1115327872.0,401399824.37366784,1933500.536792988,711994547.0895393,236062.13637326617,0.00113,67729.375,0.001,4731.8,9,157016.96871339245,4731800.0,59937500.0,3.439,486.25147066136924,0.05285158813183393,38899,38896,26714,238726,40,10080,0.7067195767195767,103793.91304347827,0.7092616023575121,2.3,20,0.13987615407896356,20,0.047185696354281555
2039,2061,2011,1,1,2731.4294512711044,0.007949801,129.65268543163273,210.74951045237742,4623.586198700116,5817.291066256963,215050.52086977288,22814900.0,0.9999997698052873,0.9558592775965029,0.02565,0.02758,0.0083,1299.479909560959,1.5764603457377986,1.433653699379733,47116.74798988248,0.00732,0.001076,0,1.044140722403497,76281.2323606507,1.07724626420612,0.0,1.4663463006202668,2.7,0.0283,108368.5203767297,2.3,149675.16252536193,1.3811682765902387,0.43269260124053377,80,0.696,80,0.0215,0.0039749005,0.007988830227916407,3.602403331175079,3749.1447738998336,637.0118085562318,860.0485075915285,4.128826530612245,0.9489795918367347,906.2876746663418,0.7219387755102041,-0.019058413829511938,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,85.08449717147015,575.614125,86074.50534679627,140,180.07160010655502,42.828,932,56613.73866167302,871,348.3,645,1621.10970225126,7420.4182084678805,152570.54214146646,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.35988159236089834,0.6383503823368117,0.69,0.001,0.0017680253022899725,16.3,12.8,10340028.717,1123658048.0,404383847.58337873,1986655.8599857604,717287544.5566355,242134.86347867234,0.00113,67729.375,0.001,4731.8,9,162034.49633720587,4731800.0,59937500.0,3.439,486.63090892095613,0.05251080050747163,39190,38987,26845,240509,40,10120,0.7101851851851851,104569.13043478262,0.709463718220231,2.3,20,0.14020340443944243,20,0.04705870954913111
2040,2061,2011,1,1,2737.8281555014473,0.0078871,131.179988383712,212.12587574282645,4653.7819678273145,5824.434839792405,216454.9752477821,22814900.0,0.9999997751358909,0.950823442200913,0.02565,0.02758,0.0083,1338.9730779213246,1.5364808186803225,1.4309158355676772,48548.697531592625,0.00732,0.001076,0,1.049176557799087,76410.88504608233,1.0860589761484023,0.0,1.4690841644323227,2.7,0.0283,111662.00432266302,2.3,150652.66277245633,1.3491846549442579,0.4381683288646453,80,0.696,80,0.0215,0.00394355,0.007597879749774057,3.5881970170871074,3763.69152937513,640.9989461122732,863.4671148343783,4.128826530612245,0.9489795918367347,909.8900779975169,0.7219387755102041,-0.017459232747212894,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,87.27442845613069,575.614125,86579.67795639423,140,180.07160010655502,42.828,932,56946.00557373467,871,348.3,645,1621.10970225126,7420.4182084678805,153410.17159441073,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3598690241346965,0.6383280890821094,0.69,0.001,0.0018028867831942005,16.3,12.8,10340028.717,1130292288.0,406757182.6695334,2037789.027181533,721497316.3032852,247898.9674055578,0.00113,67729.375,0.001,4731.8,9,166958.97081114704,4731800.0,59937500.0,3.439,486.32572025026286,0.05218417316109147,39579,39205,27068,241929,40,10160,0.7160846560846561,105186.52173913045,0.7087394106732718,2.3,20,0.1409873668414687,20,0.04693816803411223
2041,2061,2011,1,1,2744.1702482224377,0.00782538,132.68302907432602,213.48099891558022,4683.511710903035,5831.479576441759,217837.75399549003,22814900.0,0.9999997800372753,0.9459305861211129,0.02565,0.02758,0.0083,1377.5535009609844,1.499720435658253,1.4282333165718213,49947.552609172744,0.00732,0.001076,0,1.054069413878887,76542.06503446604,1.0946214742880525,0.0,1.4717666834281786,2.7,0.0283,114879.3710010973,2.3,151615.07678086104,1.3197763485266023,0.4435333668563572,80,0.696,80,0.0215,0.00391269,0.007203360484953418,3.5741573118668906,3778.1734503283087,644.8699499570893,866.8722405750833,4.128826530612245,0.9489795918367347,913.4782750146039,0.7219387755102041,-0.015988817426330112,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,89.55779431718814,575.614125,87137.02687290993,140,180.07160010655502,42.828,932,57312.590380418784,871,348.3,645,1621.10970225126,7420.4182084678805,154336.3886834716,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3598563083824855,0.6383055341488816,0.69,0.001,0.0018381574686328812,16.3,12.8,10340028.717,1137608640.0,409375645.5744199,2091103.8179972947,726141890.6075827,253635.84710641665,0.00113,67729.375,0.001,4731.8,9,171769.63342294507,4731800.0,59937500.0,3.439,486.36422916177025,0.05187092374551771,39767,39634,27106,243495,40,10200,0.7170899470899471,105867.39130434784,0.7084923795471508,2.3,20,0.14253011854086903,20,0.04682383936170759
2042,2061,2011,1,1,2750.455003649503,0.007764619,134.16205048810636,214.81521880274545,4712.782861488803,5838.445098038871,219199.20285994434,22814900.0,0.9999997845572814,0.9411782627463006,0.02565,0.02758,0.0083,1415.2447908504553,1.4658203888261623,1.4256046839215168,51314.1693564342,0.00732,0.001076,0,1.0588217372536994,76674.74806354036,1.1029380401939741,0.0,1.474395316078483,2.7,0.0283,118022.58951979865,2.3,152562.64519052126,1.2926563110609297,0.448790632156966,80,0.696,80,0.0215,0.0038823095,0.006840258810851518,3.560281370019165,3792.623288532257,648.6366509777207,870.264042922059,4.128826530612245,0.9489795918367347,917.0524323264708,0.7219387755102041,-0.014632815553046484,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,91.87965783342362,575.614125,87690.7216243831,140,180.07160010655502,42.828,932,57676.77173507132,871,348.3,645,1621.10970225126,7420.4182084678805,155256.58665311354,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3598434445306646,0.6382827165196876,0.69,0.001,0.0018738389496477281,16.3,12.8,10340028.717,1144878272.0,411976940.9647951,2145317.498678986,730756013.5365258,259255.84006989078,0.00113,67729.375,0.001,4731.8,9,176469.4284167772,4731800.0,59937500.0,3.439,486.42974815745805,0.05156970385435241,40048,39731,27362,245051,40,10240,0.7238624338624339,106543.91304347827,0.7082899236285707,2.3,20,0.14287894584819266,20,0.04671549835216677
2043,2061,2011,1,1,2756.6820127265596,0.007704795,135.61731748394578,216.12888670899122,4741.6031267788885,5845.350087776181,220539.68031529716,22814900.0,0.9999997887369059,0.9365639616747887,0.02565,0.02758,0.0083,1452.0698885194531,1.4344732061847212,1.4230285213903866,52649.37956923325,0.00732,0.001076,0,1.0634360383252113,76808.91011402846,1.1110130670691198,0.0,1.4769714786096133,2.7,0.0283,121093.57300923647,2.3,153495.61749944682,1.2675785649477769,0.45394295721922684,80,0.696,80,0.0215,0.0038523975,0.006505075642579954,3.546566116712574,3807.038852069119,652.3092038049908,873.6426772834038,4.128826530612245,0.9489795918367347,920.61271369649,0.7219387755102041,-0.013378928247388842,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,93.86689344138078,575.614125,87891.15806430735,140,180.07160010655502,42.828,932,57808.60468819057,871,348.3,645,1621.10970225126,7420.4182084678805,155590.843281765,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3598304320075104,0.6382596351804167,0.69,0.001,0.0019099328120728558,16.3,12.8,10340028.717,1147536640.0,412918604.915647,2191717.8817918366,732426317.2025613,264181.8846203582,0.00113,67729.375,0.001,4731.8,9,181061.21633859313,4731800.0,59937500.0,3.439,484.5949000879783,0.05127936230990226,40763,40231,27740,245620,40,10280,0.7338624338624339,106791.3043478261,0.7055004480795597,2.3,20,0.14467702475192265,20,0.04661292691321161
2044,2061,2011,1,1,2762.851155134616,0.007645885,137.04911505550768,217.42236503974337,4769.980457504574,5852.212115507015,221859.55616300344,22814900.0,0.99999979261148,0.9320851173017279,0.02565,0.02758,0.0083,1488.0510909050852,1.4054138999093524,1.4205034532258256,53953.99169344036,0.00732,0.001076,0,1.067914882698272,76944.52743151241,1.1188510447219762,0.0,1.4794965467741743,2.7,0.0283,124094.18089491282,2.3,154414.25108945038,1.2443311199274818,0.4589930935483488,80,0.696,80,0.0215,0.0038229425,0.006194812431225146,3.5330077875672843,3821.418346399275,655.8963752533289,877.0082961492637,4.128826530612245,0.9489795918367347,924.1592798132026,0.7219387755102041,-0.01221655599637409,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,96.6753068155898,575.614125,88819.70855519635,140,180.07160010655502,42.828,932,58419.33970913038,871,348.3,645,1621.10970225126,7420.4182084678805,157132.93720696802,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.35981727024601246,0.6382362891253175,0.69,0.001,0.001946440628669945,16.3,12.8,10340028.717,1159702528.0,417280997.9223598,2257292.1176704443,740164237.9599696,270210.53964070947,0.00113,67729.375,0.001,4731.8,9,185547.7774337414,4731800.0,59937500.0,3.439,486.8150830587484,0.050998909678499904,40302,40187,27754,248224,40,10320,0.7342328042328042,107923.47826086957,0.7082540861639521,2.3,20,0.1445187938083944,20,0.046515913844241835
2045,2061,2011,1,1,2768.962572824317,0.007587869,138.45774664483812,218.6960259823247,4797.923018999981,5859.047665832558,223159.21018604562,22814900.0,0.9999997962116155,0.9277391170348976,0.02565,0.02758,0.0083,1523.2100766765357,1.3784128841138008,1.4180281424784016,55228.79175766989,0.00732,0.001076,0,1.0722608829651024,77081.57654656791,1.1264565451889292,0.0,1.4819718575215983,2.7,0.0283,127026.22104264074,2.3,155318.81028948774,1.2227303072910405,0.4639437150431966,80,0.696,80,0.0215,0.0037939345,0.00590688484863539,3.5196037753124827,3835.7603008082488,659.4057747463175,880.3610484374653,4.128826530612245,0.9489795918367347,927.6922876007699,0.7219387755102041,-0.011136515364552025,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,98.89256870625974,575.614125,89162.06473749025,140,180.07160010655502,42.828,932,58644.517458982125,871,348.3,645,1621.10970225126,7420.4182084678805,157702.68840100433,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3598039586799766,0.6382126773500869,0.69,0.001,0.001983363969936508,16.3,12.8,10340028.717,1164215680.0,418889410.4213009,2309063.4329471313,743017206.1457521,275164.3282556311,0.00113,67729.375,0.001,4731.8,9,189931.81485462675,4731800.0,59937500.0,3.439,485.8619914028065,0.05072749023599114,40895,40538,27937,249190,40,10360,0.7390740740740741,108343.47826086957,0.7066824096999141,2.3,20,0.14578104519881285,20,0.04642425464475775
2046,2061,2011,1,1,2775.0166450366264,0.007530726,139.84353251184345,219.9502502416833,4825.439163465501,5865.872168563494,224439.03085886053,22814900.0,0.999999799563965,0.9235233091308086,0.02565,0.02758,0.0083,1557.5679305202914,1.3532702627132445,1.4156012894257166,56474.54425381767,0.00732,0.001076,0,1.0764766908691914,77220.03429321275,1.1338342090210851,0.0,1.4843987105742833,2.7,0.0283,129891.45178378063,2.3,156209.5654777669,1.2026162101705955,0.4687974211485666,80,0.696,80,0.0215,0.003765363,0.005639053727690771,3.5063508009475193,3850.0635166225115,662.8440413857694,883.7010805915884,4.128826530612245,0.9489795918367347,931.2118913760823,0.7219387755102041,-0.010130810508529778,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,101.47855157802779,575.614125,89799.53812675725,140,180.07160010655502,42.828,932,59063.802492550734,871,348.3,645,1621.10970225126,7420.4182084678805,158762.0328067117,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.35979049674677555,0.6381887988567483,0.69,0.001,0.002020704396476168,16.3,12.8,10340028.717,1172583232.0,421884303.51821953,2369444.0921366345,748329484.3896438,280507.81549559074,0.00113,67729.375,0.001,4731.8,9,194215.957688879,4731800.0,59937500.0,3.439,486.56097602611936,0.05046435950464009,41048,40628,27963,250981,40,10400,0.7397619047619047,109122.17391304349,0.7073726534960397,2.3,20,0.14610469940148427,20,0.046337751326952066
2047,2061,2011,1,1,2764.125742123258,0.007474439,141.20680816189108,221.18542583191618,4852.537403455303,5872.700031169692,225699.4141142002,22814900.0,0.9999998026918416,0.9194350101461146,0.02565,0.02758,0.0083,1591.1451660666519,1.3217356629728498,1.4132216300854992,57691.99296833401,0.00732,0.001076,0,1.0805649898538854,77359.8778257246,1.1409887322442995,0.0,1.4867783699145007,2.7,0.0283,132691.58382716822,2.3,157086.79222348332,1.1838489502701999,0.47355673982900165,80,0.696,80,0.0215,0.0037372195,0.005389369363675906,3.4932472416697187,3864.32701880582,666.9718288638403,887.028535943508,4.128826530612245,0.9489795918367347,934.7182421770299,0.7219387755102041,-0.00838489502701999,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,103.77802307557094,575.614125,90146.40775090686,140,180.07160010655502,42.828,932,59291.9488661158,871,348.3,645,1621.10970225126,7420.4182084678805,159339.34827592393,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3597768838812747,0.6381646526428779,0.69,0.001,0.0020584634758474005,16.3,12.8,10340028.717,1177157120.0,423513920.47225577,2423134.9368537157,751220064.5908905,285271.93709402456,0.00113,67729.375,0.001,4731.8,9,198402.76381810065,4731800.0,59937500.0,3.439,485.7297770010431,0.050152043238438915,41456,40909,28314,251960,40,10440,0.7490476190476191,109547.82608695653,0.7059803362861228,2.3,20,0.14711521974538053,20,0.04625621223242313
2048,2061,2011,1,1,2751.57193014191,0.007418986,142.54508844806932,222.40194692439155,4879.22638660655,5879.544672527743,226940.7621677465,22814900.0,0.9999998055599567,0.915471512001891,0.02565,0.02758,0.0083,1623.4959703542931,1.291620454678064,1.4109175439238792,58864.97354439062,0.00732,0.001076,0,1.084528487998109,77501.0846338865,1.1479248539966909,0.0,1.4890824560761207,2.7,0.0283,135389.4391520984,2.3,157950.77046875155,1.1666402598160366,0.4781649121522412,80,0.696,80,0.0215,0.003709493,0.0050829435581313444,3.48028895251824,3878.4813648834615,671.0789880988156,890.3435562850925,4.128826530612245,0.9489795918367347,938.2114894186996,0.7219387755102041,-0.006664025981603658,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,106.30947159289992,575.614125,90660.28992614847,140,180.07160010655502,42.828,932,59629.94431615998,871,348.3,645,1621.10970225126,7420.4182084678805,160193.75734972704,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3597631195257262,0.6381402377191543,0.69,0.001,0.0020966427551194584,16.3,12.8,10340028.717,1183912832.0,425928173.686857,2482242.2619057605,755502416.0512372,290160.22636888636,0.00113,67729.375,0.001,4731.8,9,202436.64401915934,4731800.0,59937500.0,3.439,485.8431807752191,0.04984510108827089,42097,40759,28371,253406,40,10480,0.7505555555555555,110176.52173913045,0.7058835786905375,2.3,20,0.14657579607426152,20,0.046179451852962225
2049,2061,2011,1,1,2740.0533882640134,0.00736435,143.8584792942654,223.6002127525802,4905.514871612729,5886.418302407418,228163.48240059207,22814900.0,0.9999998081881863,0.9116300489312068,0.02565,0.02758,0.0083,1654.6083053252357,1.2640240437321246,1.4086898400141787,59993.049504178234,0.00732,0.001076,0,1.0883699510687932,77643.62972233456,1.1546474143703882,0.0,1.4913101599858212,2.7,0.0283,137984.01385960993,2.3,158801.78375081206,1.1508708821326425,0.48262031997164234,80,0.696,80,0.0215,0.003682175,0.00479094736591075,3.467473924024039,3892.5935939435976,675.0533402390635,893.6462794747271,4.128826530612245,0.9489795918367347,941.6917783712178,0.7219387755102041,-0.005087088213264253,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,108.84179521915158,575.614125,91138.3186705644,140,180.07160010655502,42.828,932,59944.35790819974,871,348.3,645,1621.10970225126,7420.4182084678805,160988.732009809,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3597492031218623,0.6381155530953341,0.69,0.001,0.0021352437828036186,16.3,12.8,10340028.717,1190201344.0,428173985.05856955,2541370.020060511,759485988.92137,294834.654254678,0.00113,67729.375,0.001,4731.8,9,206316.09724486896,4731800.0,59937500.0,3.439,485.8044677623976,0.04955163985730966,41878,41471,28497,254752,40,10520,0.7538888888888889,110761.7391304348,0.7055850056108333,2.3,20,0.14913626043317305,20,0.04610729065543357
2050,2061,2011,1,1,2729.5035492950233,0.007310513,145.14755912752915,224.78062632325654,4931.411699948995,5893.332185076925,229367.98604413934,22814900.0,0.9999998106023308,0.9079078408846863,0.02565,0.02758,0.0083,1684.5448807126872,1.2386755266835014,1.4065345755821925,61078.49458711701,0.00732,0.001076,0,1.0920921591153137,77787.48820162883,1.161161278451799,0.0,1.4934654244178074,2.7,0.0283,140480.53755036913,2.3,159640.11828672097,1.136386015247715,0.48693084883561477,80,0.696,80,0.0215,0.0036552565,0.004523211821659368,3.4547995004873226,3906.6737520335596,678.9080553676137,896.9368414638519,4.128826530612245,0.9489795918367347,945.1592522952418,0.7219387755102041,-0.0036386015247714945,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,111.7015627858169,575.614125,91850.59041389752,140,180.07160010655502,42.828,932,60412.84002344035,871,348.3,645,1621.10970225126,7420.4182084678805,162172.34563594937,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.35973513411358804,0.6380905977850274,0.69,0.001,0.0021742681013845063,16.3,12.8,10340028.717,1199550016.0000002,431520285.8817168,2608143.3358040745,765421586.7824794,299751.1135210448,0.00113,67729.375,0.001,4731.8,9,210048.9428850954,4731800.0,59937500.0,3.439,487.04634442287386,0.04927029475572736,41851,41324,28611,256753,40,10560,0.7569047619047619,111631.7391304348,0.7070400208542664,2.3,20,0.1486076252354764,20,0.046039554961989526
2051,2061,2011,1,1,2719.860489206991,0.007257457,146.4129067350822,225.94359341247872,4956.925773845196,5900.296718731947,230554.68715559054,22814900.0,0.9999998128247076,0.9043021060575995,0.02565,0.02758,0.0083,1713.364840792188,1.2153405698746038,1.404448033493102,62123.45325569935,0.00732,0.001076,0,1.0956978939424005,77932.63576075636,1.1674713143992008,0.0,1.495551966506898,2.7,0.0283,142883.9424881085,2.3,160466.06226029102,1.1230517542140592,0.49110393301379607,80,0.696,80,0.0215,0.0036287285,0.0042771137191827,3.4422628452516384,3920.7201945409297,682.6545451885822,900.2153756837022,4.128826530612245,0.9489795918367347,948.6140517957291,0.7219387755102041,-0.002305175421405917,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,114.12866102843756,575.614125,92170.34246375937,140,180.07160010655502,42.828,932,60623.150369279414,871,348.3,645,1621.10970225126,7420.4182084678805,162704.83512989292,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3597209119479923,0.6380653708074926,0.69,0.001,0.0022137172445151807,16.3,12.8,10340028.717,1203773504.0,433022502.6377101,2664814.164295264,768086187.1979947,303877.215876243,0.00113,67729.375,0.001,4731.8,9,213642.55574635006,4731800.0,59937500.0,3.439,486.2442138642823,0.048999893483107904,42209,41831,28750,257657,40,10600,0.7605820105820106,112024.78260869566,0.7057103767319685,2.3,20,0.15043087724385862,20,0.04597607678583675
2052,2061,2011,1,1,2711.0665820782842,0.007205166,147.65510019338532,227.08952166001197,4982.06603641863,5907.321473378031,231724.00169388976,22814900.0,0.9999998148747171,0.9008100662629699,0.02565,0.02758,0.0083,1741.1239907754684,1.1938154705018391,1.4024267078591524,63129.94890411416,0.00732,0.001076,0,1.0991899337370301,78079.04866749144,1.1735823840398028,0.0,1.4975732921408476,2.7,0.0283,145198.88247946254,2.3,161279.90517894726,1.1107516974296223,0.49514658428169517,80,0.696,80,0.0215,0.003602583,0.004050385143079871,3.429861894168248,3934.7315652787975,686.3027478655692,903.4820128735838,4.128826530612245,0.9489795918367347,952.0563146409808,0.7219387755102041,-0.0010751697429622245,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,116.87797634321731,575.614125,92716.81798666352,140,180.07160010655502,42.828,932,60982.58342456153,871,348.3,645,1621.10970225126,7420.4182084678805,163613.49302339397,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.359706536072443,0.6380398711824824,0.69,0.001,0.002253592745074667,16.3,12.8,10340028.717,1210959040.0,435589881.60401094,2729008.5071265833,772640149.8888626,308247.2123046426,0.00113,67729.375,0.001,4731.8,9,217103.8942812486,4731800.0,59937500.0,3.439,486.67629350647144,0.048739423095756094,42486,42013,28622,259195,40,10640,0.7571957671957672,112693.47826086957,0.7060705487018535,2.3,20,0.15108537796481633,20,0.04591669366238362
