time,FINAL TIME,INITIAL TIME,SAVEPER,TIME STEP,business construction,GDPGN,housing construction,net births,outmigration,inmigration,Population,AREA,attractiveness from jobs multiplier,attractiveness from housing multiplier,BCN,BDN,BN,business demolition,business labor force multiplier,business land multiplier,Business structures,DN,HCN,HDN,households to housing ratio,Housing,housing availability multiplier,housing demolition,housing land multiplier,HS,IMN,jobs,JPBS,labor force,labor to job ratio,land fraction occupied,LPBS,LPF,LPH,OMN,gdp growth rate,business income multiplier,increase amount,average monthly income 90,average monthly income 20,average monthly income 50,income 90 multiplier,income 50 multiplier,average monthly income,income 20 multiplier,labor force income multiplier,IMI50,IMI90,IMI20,change to ticket cost,Public Transport Ticket Cost,TCI,Number of Bus Routes,Number of Railway Lines,ITBR,Number of Trips per Bus Route,Number of Trips per Railway line,ILRR,increasing railway trips,increaing bus trips,ITRR,daily railway capacity,Daily railway trips,increasing railway lines,increasing bus routes,IRBR,number of trains,MAX CAPACITY RAILWAY,VEHICLES PER LINE,number of bus,VEHICLES PER ROUTE,MAX CAPACITY BUS,daily bus capacity,Daily bus trips,CAR COST KM,Road available,road construction,RCR,EMISSION PETROL CAR,car electricity co2 emission,railway electricity co2 emission,car petrol co2 emission,EMISSION DIESEL CAR,bus electricity co2 emission,EMISSION ELECTRICITY CAR,EMISSION NATURAL GAS BUS,car diesel co2 emissions,EMISSION DIESEL BUS,EMISSION ELECTRICITY BUS,EMISSION ELECTRICITY RAILWAY,bus diesel co2 emission,bus natural gas co2 emission,emissions of greenhouse gases mobility,bus electricity activity,bus natural gas activity,AVERAGE DISTANCE RAILWAY TRIP,PERCENTAGE BUS DIESEL,PERCENTAGE BUS ELECTRICITY,PERCENTAGE BUS NATURAL GAS,railway activity per year,bus diesel activity,DIESEL PETROL RATIO,INITIAL RATIO CAR PETROL,percentage car diesel,percentage car petrol,INITIAL RATIO CAR DIESEL,INITIAL RATIO CAR ELECTRICITY,percentage car eletricity,AVERAGE DISTANCE BUS ROUTES,AVERAGE DISTANCE CAR,bus activity per year,car activity per year,car diesel activity,car electricity activity,car petrol activity,emissions per year,CO2 CAPTURE PER GREEN AREA,co2 capture green spaces,CO2 CAPTURE PER M2 BODY OF WATER,co2 capture sea river,CO2 TECHNOLOGIES CAPTURE,emissions of greenhouse gases business,BODY OF WATER M2,GREEN AREA,EpB,Motorization rate number of motorized vehicles per 1000 inhabitants,Affordability of public transport for the poorest group,daily walk trips,daily chosen bus,daily chosen railway,daily chosen car,construction,Land Use for mobility,Railway Daily Occupancy rate,number of mototized private vehicles,Emissions of greenhouse gases,TPC,PRIVATE PARKING CONSTRUCTION,BUS Daily Occupancy rate,PEDESTRIAN SIDEWALK CONSTRUCTION,Mobility space usage
2021,2061,2011,1,1,1636.699870449918,-0.076982318,94.89619603816789,182.61322370722792,4006.310520107551,5553.139529802916,186340.0241910489,22814900.0,0.9999995818289521,1.0530431911282,0.02565,0.02758,0.0083,619.8357218463246,2.0,1.4196109587737658,22474.10158978697,0.00732,0.001076,0,0.9292757451623999,74267.32499340284,0.8939136177435998,0.0,1.3284438350950636,2.7,0.0283,51690.433656510024,2.3,129692.65683697003,2.509026287122979,0.33922191754753184,80,0.696,80,0.0215,-0.038491159,0.011287587727649906,-31.974961662872904,3439.231076773682,554.6619797358819,788.3261210146562,4.128826530612245,0.9489795918367347,830.7092458003904,0.7219387755102041,-0.05424188572602483,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,39.21216027665379,575.614125,74643.94760993839,140,180.07160010655502,42.828,932,49095.52399561891,871,348.3,645,1621.10970225126,7420.4182084678805,133575.89740165966,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.36017997789028494,0.6388796522989628,0.69,0.001,0.0009403698107522018,16.3,12.8,10340028.717,973630784.0,350682314.2544208,915572.996092598,622032896.7494866,138394.15776893706,0.00113,67729.375,0.001,4731.8,9,77288.43536727739,4731800.0,59937500.0,3.439,486.6828353063195,0.0603069999784881,34226,33780,22981,208397,40,9400,0.6079629629629629,90607.39130434784,0.716839540949658,2.3,20,0.1214782107359983,20,0.05044541579731931
2022,2061,2011,1,1,1713.1029959584525,0.052461443,96.7663630351462,184.30807709596246,4043.493528125707,5575.028725950127,188069.4664244515,22814900.0,0.9999995962174242,1.0474723237738022,0.02565,0.02758,0.0083,647.8808350648117,2.0,1.421560141710604,23490.96573839056,0.00732,0.001076,0,0.9367035683015972,74362.22118944101,0.9050553524523958,0.0,1.3362405668424167,2.7,0.0283,54029.221198298284,2.3,130896.34863141824,2.422695454946535,0.34312028342120837,80,0.696,80,0.0215,0.0262307215,0.011311510546273532,20.95137655971309,3306.870194535253,533.8870255779254,757.9825349468279,4.128826530612245,0.9489795918367347,798.7342841375174,0.7219387755102041,-0.053522462124554464,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,44.70296806460185,575.614125,75220.28732897587,140,180.07160010655502,42.828,932,49474.59961275396,871,348.3,645,1621.10970225126,7420.4182084678805,134536.80354562012,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.36013551403912464,0.6388007832570589,0.69,0.001,0.0010637027038164454,16.3,12.8,10340028.717,981269504.0,353389997.2339569,1043779.0245774223,626835727.7414657,142852.05971994527,0.00113,67729.375,0.001,4731.8,9,80785.43117432515,4731800.0,59937500.0,3.439,485.98723975367284,0.06265370461810874,34412,34412,23315,210032,40,9440,0.6167989417989418,91318.26086956523,0.7153569694401417,2.3,20,0.12375098247031299,20,0.05019421908017215
2023,2061,2011,1,1,1793.3518084474392,0.068275126,98.66542827544846,185.98960350538445,4080.3841585364953,5596.415901338114,189785.3096993719,22814900.0,0.9999996102090082,1.0419841738916353,0.02565,0.02758,0.0083,677.2596622622583,2.0,1.4235973867108958,24556.187899284203,0.00732,0.001076,0,0.9440211014778196,74458.98755247616,0.9160316522167293,0.0,1.344389546843583,2.7,0.0283,56479.232168353665,2.3,132090.57555076282,2.3387459510254383,0.34719477342179145,80,0.696,80,0.0215,0.034137563,0.011336508817438504,27.982070882248333,3393.6322763691746,548.4647024965465,777.8649637228821,4.128826530612245,0.9489795918367347,819.6856606972306,0.7219387755102041,-0.052822882925211985,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,52.74982863792768,575.614125,75805.312390825,140,180.07160010655502,42.828,932,49859.38783580109,871,348.3,645,1621.10970225126,7420.4182084678805,135514.66369108972,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.36007005781657037,0.6386846783892892,0.69,0.001,0.0012452637941404666,16.3,12.8,10340028.717,989081088.0000001,356138484.5414364,1231666.868355461,631710936.5902083,147493.2188767281,0.00113,67729.375,0.001,4731.8,9,84448.73018563837,4731800.0,59937500.0,3.439,485.42385887103916,0.06098842796580993,34903,34440,23874,211704,40,9480,0.6315873015873016,92045.21739130435,0.714041902957351,2.3,20,0.12385167488892188,20,0.04995117912454198
2024,2061,2011,1,1,1877.6654978906588,0.022612374,100.59532088552683,187.65758442476533,4116.977617482096,5617.319394198124,191487.3310456789,22814900.0,0.9999996238112899,1.0365799396314346,0.02565,0.02758,0.0083,708.0414836540456,2.0,1.4257271485322678,25672.280045469382,0.00732,0.001076,0,0.9512267471580871,74557.6529807516,0.9268401207371306,0.0,1.3529085941290717,2.7,0.0283,59046.24410457958,2.3,133275.1824077925,2.2571322601272077,0.35145429706453585,80,0.696,80,0.0215,0.011306187,0.011362636484567224,9.583889887103394,3509.504759582887,567.764461599878,804.4193779274647,4.128826530612245,0.9489795918367347,847.6677315794789,0.7219387755102041,-0.0521427688343934,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,56.28597445711153,575.614125,76553.65816049061,140,180.07160010655502,42.828,932,50351.59690121161,871,348.3,645,1621.10970225126,7420.4182084678805,136758.75467198502,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3600446787475721,0.638639661531683,0.69,0.001,0.0013156597207448746,16.3,12.8,10340028.717,998915648.0000001,359654263.5800829,1314233.0824953658,637947151.3374218,152575.55074835423,0.00113,67729.375,0.001,4731.8,9,88286.97107636921,4731800.0,59937500.0,3.439,485.88872315742833,0.05891527607371328,35057,34846,23949,213809,40,9520,0.6335714285714286,92960.4347826087,0.7141921814104846,2.3,20,0.12531171495875063,20,0.04971608277170579
2025,2061,2011,1,1,1966.2781230247826,0.001935659,102.55811090894248,189.3118237986833,4153.269603746623,5637.757961019449,193175.3304068197,22814900.0,0.9999996370318673,1.0312607418125332,0.02565,0.02758,0.0083,740.2997139666913,2.0,1.427954148142386,26841.904059705994,0.00732,0.001076,0,0.9583190109166223,74658.24830163713,0.9374785163749335,0.0,1.3618165925695445,2.7,0.0283,61736.37933732378,2.3,134450.02996314652,2.177808796147889,0.3559082962847722,80,0.696,80,0.0215,0.0009678295,0.011389950679926318,0.8296734081781916,3549.2072918103813,574.750380842319,813.5142938407363,4.128826530612245,0.9489795918367347,857.2516214665823,0.7219387755102041,-0.05148173996789908,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,57.04428752421293,575.614125,77210.89816182065,140,180.07160010655502,42.828,932,50783.88301802842,871,348.3,645,1621.10970225126,7420.4182084678805,137849.03910319897,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3600423834415541,0.6386355901662526,0.69,0.001,0.0013220263921933679,16.3,12.8,10340028.717,1007498112.0000001,362742021.55734587,1331939.0941489898,643424151.3485054,157688.1721645279,0.00113,67729.375,0.001,4731.8,9,92309.30806132892,4731800.0,59937500.0,3.439,485.7775070820832,0.05819917848680278,35411,35294,24020,215646,40,9560,0.6354497354497355,93759.13043478262,0.7135954617646791,2.3,20,0.1269227936564927,20,0.04948872084166758
2026,2061,2011,1,1,2059.4398408623333,0.008866088,104.55601836684268,190.95214797613338,4189.256307639661,5657.750741446731,194849.1305878912,22814900.0,0.9999996498783421,1.0260276260536236,0.02565,0.02758,0.0083,774.1121984885135,2.0,1.4302833917857367,28067.882468764084,0.00732,0.001076,0,0.9652964985951684,74760.80641254607,0.9479447478927526,0.0,1.371133567142947,2.7,0.0283,64556.12967815739,2.3,135614.99488917226,2.100729947183585,0.36056678357147354,80,0.696,80,0.0215,0.004433044,0.011418511949926095,3.8039121357567875,3552.666827220555,575.8578072037574,814.301636972987,4.128826530612245,0.9489795918367347,858.0812948747605,0.7219387755102041,-0.05083941622652988,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,59.01278425654801,575.614125,78140.95358612192,140,180.07160010655502,42.828,932,51395.60787802175,871,348.3,645,1621.10970225126,7420.4182084678805,139392.78788422592,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.36003181915122284,0.638616851450755,0.69,0.001,0.00135132939802214,16.3,12.8,10340028.717,1019664000.0,367111484.8430125,1377901.9393048475,651174613.2176826,163448.06069430563,0.00113,67729.375,0.001,4731.8,9,96525.44781007968,4731800.0,59937500.0,3.439,487.4150788421743,0.05808725623157922,35360,35047,24414,218250,40,9600,0.6458730158730158,94891.3043478261,0.7153882979290461,2.3,20,0.1260345426780501,20,0.04926888804191866
2027,2061,2011,1,1,2157.4182587390023,0.008788171,106.59142308894748,192.57840562628093,4224.934409148,5677.317225360117,196508.57716967442,22814900.0,0.9999996623583134,1.0208815651451926,0.02565,0.02758,0.0083,809.5615348651835,2.0,1.4327201917028798,29353.210111137905,0.00732,0.001076,0,0.9721579131397431,74865.36243091291,0.9582368697096146,0.0,1.380880766811519,2.7,0.0283,67512.38325561718,2.3,136769.9697100934,2.0258501198550687,0.3654403834057596,80,0.696,80,0.0215,0.0043940855,0.011448384499652083,3.787197290789412,3568.4417022916696,578.9484253298181,817.9114719589603,4.128826530612245,0.9489795918367347,861.8852070105173,0.7219387755102041,-0.05021541766545891,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,60.786544621536606,575.614125,78756.9370951986,140,180.07160010655502,42.828,932,51800.75838411252,871,348.3,645,1621.10970225126,7420.4182084678805,140415.69565975835,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3600211156000672,0.6385978657173428,0.69,0.001,0.0013810186825900042,16.3,12.8,10340028.717,1027732544.0,370005417.0293752,1419317.8439697535,656307809.1266551,168891.21023196162,0.00113,67729.375,0.001,4731.8,9,100945.68957220326,4731800.0,59937500.0,3.439,487.1200804145647,0.05777716725102767,35901,35565,24277,219977,40,9640,0.6422486772486773,95642.17391304349,0.7145525029094127,2.3,20,0.12789735242231437,20,0.04905638287572754
2028,2061,2011,1,1,2247.254462538762,0.008711612,108.66687539895335,194.19046762368257,4260.301075417526,5696.477222318456,198153.53839151282,22814900.0,0.9999996744793695,1.0158234616589237,0.02565,0.02758,0.0083,846.7354233096233,1.988280945689617,1.4352701886732153,30701.066835011723,0.00732,0.001076,0,0.9789020511214351,74971.95385400185,0.9683530766821526,0.0,1.3910807546928619,2.7,0.0283,70612.45372052696,2.3,137914.8627204929,1.9531237827584684,0.3705403773464309,80,0.696,80,0.0215,0.004355806,0.011479636458589425,3.770701052690058,3584.148794191737,583.7078277233958,821.5054448981789,4.128826530612245,0.9489795918367347,865.6724043013068,0.7219387755102041,-0.047656189137923424,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,62.60763423516806,575.614125,79385.02543473872,140,180.07160010655502,42.828,932,52213.87059391151,871,348.3,645,1621.10970225126,7420.4182084678805,141458.7172987111,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.36001027218096904,0.6385786318891222,0.69,0.001,0.0014110959299086924,16.3,12.8,10340028.717,1035959936.0000001,372956218.5279393,1461838.8492380697,661541878.6228226,174569.5111443164,0.00113,67729.375,0.001,4731.8,9,105580.96884560531,4731800.0,59937500.0,3.439,486.94021247459733,0.057306067198829996,36112,35866,24657,221738,40,9680,0.6523015873015873,96407.82608695653,0.7138843870615936,2.3,20,0.1289797959223598,20,0.04885100754988389
2029,2061,2011,1,1,2333.428537568296,0.008636376,110.77776638054083,195.7882269059167,4295.353957629804,5715.250832796849,199783.90500603744,22814900.0,0.9999996861196249,1.01085415078871,0.02565,0.02758,0.0083,885.3617384115629,1.9708205627520612,1.4379161540986665,32101.58587424086,0.00732,0.001076,0,0.9855277989483865,75080.6207294008,0.9782916984225798,0.0,1.401664616394666,2.7,0.0283,73833.64751075397,2.3,139049.59788420206,1.8832822510082452,0.37583230819733304,80,0.696,80,0.0215,0.004318188,0.011404481860154568,3.754418784222364,3599.695308366925,589.28650769402,825.083763244099,4.128826530612245,0.9489795918367347,869.4431053539968,0.7219387755102041,-0.04416411255041226,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,64.35340885447222,575.614125,79871.6338628629,140,180.07160010655502,42.828,932,52533.92729675743,871,348.3,645,1621.10970225126,7420.4182084678805,142267.1282043005,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.35999928828916217,0.6385591488933723,0.69,0.001,0.0014415628174655952,16.3,12.8,10340028.717,1042341888.0000001,375242337.83398163,1502601.308827688,665596948.8571908,180194.30702581484,0.00113,67729.375,0.001,4731.8,9,110397.35382151432,4731800.0,59937500.0,3.439,485.9392408387501,0.056763559937755295,36613,36390,24886,223104,40,9720,0.6583597883597884,97001.73913043478,0.7121050527068294,2.3,20,0.13086418261346885,20,0.048652567881813415
2030,2061,2011,1,1,2422.6452432516476,0.008562427,112.9218908819987,197.37159830594817,4330.091187324373,5733.658010013036,201399.5901081104,22814900.0,0.9999996972384589,1.0059743307776754,0.02565,0.02758,0.0083,925.2994207323056,1.9541423115523255,1.4406491830675197,33549.65267339759,0.00732,0.001076,0,0.9920342256297662,75191.39849578135,0.9880513384446492,0.0,1.4125967322700792,2.7,0.0283,77164.20114881445,2.3,140174.11471524482,1.8165692462093022,0.3812983661350396,80,0.696,80,0.0215,0.0042812135,0.01127722166772061,3.738345028507119,3615.1283461662165,594.7438391510191,828.6466300495346,4.128826530612245,0.9489795918367347,873.1975241382191,0.7219387755102041,-0.04082846231046511,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,66.29574933917598,575.614125,80555.43385533549,140,180.07160010655502,42.828,932,52983.682702434446,871,348.3,645,1621.10970225126,7420.4182084678805,143402.6259429348,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3599881633250382,0.6385394156665201,0.69,0.001,0.0014724210084417538,16.3,12.8,10340028.717,1051298112.0000001,378454876.44596034,1547953.426243952,671295282.1277958,186309.7064867491,0.00113,67729.375,0.001,4731.8,9,115377.25554381432,4731800.0,59937500.0,3.439,486.17932806488494,0.05624270113961833,36873,36454,25250,225021,40,9760,0.667989417989418,97835.21739130435,0.7120303763575533,2.3,20,0.1310943367131463,20,0.04846087320615139
2031,2061,2011,1,1,2484.4001986729218,0.008489735,115.10078997376145,198.9405179585229,4364.511363375757,5751.7186339223335,203000.528529105,22814900.0,0.9999997078697759,1.0011845879095689,0.02565,0.02758,0.0083,966.5962185173889,1.914586008600375,1.443472369166782,35046.99849591693,0.00732,0.001076,0,0.998420549453908,75304.32038666336,0.997630824180862,0.0,1.4238894766671275,2.7,0.0283,80608.09654060894,2.3,141288.36785625707,1.7527813448005,0.38694473833356374,80,0.696,80,0.0215,0.0042448675,0.011157684977366578,3.722476570610088,3630.5006564346027,600.0869594424468,832.194243188832,4.128826530612245,0.9489795918367347,876.9358691667262,0.7219387755102041,-0.037639067240025005,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,68.4183096363663,575.614125,81404.18802389297,140,180.07160010655502,42.828,932,53541.93333069096,871,348.3,645,1621.10970225126,7420.4182084678805,144811.753300046,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3599768966879618,0.6385194311431712,0.69,0.001,0.001503672168867012,16.3,12.8,10340028.717,1062408128.0000001,382442380.9335069,1597513.5340517021,678368233.5324415,192868.20612750435,0.00113,67729.375,0.001,4731.8,9,120526.62782745833,4731800.0,59937500.0,3.439,487.4382897017715,0.0557419211893541,36972,36610,25178,227399,40,9800,0.6660846560846561,98869.13043478262,0.7133565333515067,2.3,20,0.13165533733111004,20,0.04827573637866137
2032,2061,2011,1,1,2536.4674823914684,0.008418266,117.4349919424056,200.4949427912579,4398.613540828617,5762.669798324019,204586.6763176101,22814900.0,0.9999997178082788,0.9953139138640235,0.02565,0.02758,0.0083,1008.4572522900786,1.8698627452342673,1.4463352434640688,36564.802476072466,0.00732,0.001076,0,1.0046860861359765,75419.42117663712,1.008200650737959,0.0,1.4353409738562752,2.7,0.0283,84099.04569496667,2.3,142392.32671705663,1.6931503269790231,0.3926704869281376,80,0.696,80,0.0215,0.004209133,0.010826918461593532,3.706808104768432,3645.620358387225,605.2599767492225,835.7267974854315,4.128826530612245,0.9489795918367347,880.6583457373363,0.7219387755102041,-0.03465751634895116,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,70.18723552763208,575.614125,81784.99197500755,140,180.07160010655502,42.828,932,53792.39931109798,871,348.3,645,1621.10970225126,7420.4182084678805,145444.79215745887,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.35996548778276605,0.6384991942676311,0.69,0.001,0.0015353179496028105,16.3,12.8,10340028.717,1067411840.0,384231423.65069985,1638816.5575705632,681541599.7917296,198720.97287267208,0.00113,67729.375,0.001,4731.8,9,125746.35571521321,4731800.0,59937500.0,3.439,485.93527397824147,0.055265507856071816,37577,37100,25572,228470,40,9840,0.6765079365079365,99334.78260869566,0.7109201575358869,2.3,20,0.13341745465676544,20,0.048096973747811
2033,2061,2011,1,1,2588.806092699349,0.00834799,119.82072525739709,202.02820296753882,4432.25139163478,5771.0969590518425,206151.22751789677,22814900.0,0.9999997270563236,0.9892046034096187,0.02565,0.02758,0.0083,1050.5997744362749,1.8282465437930484,1.4492201041858668,38092.812706173856,0.00732,0.001076,0,1.0107953965903813,75536.85616857951,1.0188919440331674,0.0,1.4468804167434675,2.7,0.0283,87613.46922419986,2.3,143481.25435245613,1.6376620583907313,0.39844020837173383,80,0.696,80,0.0215,0.004173995,0.01044727529364681,3.691335730311176,3660.629516154558,610.2611910502628,839.2444827277117,4.128826530612245,0.9489795918367347,884.3651538421047,0.7219387755102041,-0.03188310291953656,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,72.2955831515494,575.614125,82516.89453649322,140,180.07160010655502,42.828,932,54273.793193930214,871,348.3,645,1621.10970225126,7420.4182084678805,146660.19694940068,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.35995393601597214,0.6384787039871997,0.69,0.001,0.0015673599968280723,16.3,12.8,10340028.717,1076998784.0,387669951.3852158,1688044.8106740776,687640787.80411,205191.2048459326,0.00113,67729.375,0.001,4731.8,9,131001.1828965319,4731800.0,59937500.0,3.439,486.5751115308349,0.054812595804154554,37517,37304,25888,230522,40,9880,0.6848677248677248,100226.95652173914,0.7114204398160499,2.3,20,0.13415107084948727,20,0.047925981906376376
2034,2061,2011,1,1,2628.4615897168705,0.008278878,121.67527949433119,203.53825926251574,4465.380177698049,5779.30561150384,207692.10128828138,22814900.0,0.9999997356892092,0.9832622362586547,0.02565,0.02758,0.0083,1093.0235046939706,1.785864744718079,1.447872976137044,39631.01902443693,0.00732,0.001076,0,1.0167377637413453,75656.6768938369,1.0292910865473544,0.0,1.452127023862956,2.7,0.0283,91151.34375620494,2.3,144553.70249664382,1.5858647447180791,0.4042540477259119,80,0.696,80,0.0215,0.004139439,0.01009512168429197,3.6760556671391518,3675.5962331537257,615.1083652378715,842.7474850023947,4.128826530612245,0.9489795918367347,888.0564895724159,0.7219387755102041,-0.029293237235903952,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,74.48333186283972,575.614125,83287.37484173627,140,180.07160010655502,42.828,932,54780.560795663754,871,348.3,645,1621.10970225126,7420.4182084678805,147939.63260508855,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3599422407956891,0.6384579592519932,0.69,0.001,0.0015997999523176222,16.3,12.8,10340028.717,1087090304.0,391289719.96902686,1739127.0165041494,694061457.0144689,211760.5320301272,0.00113,67729.375,0.001,4731.8,9,136291.0744250386,4731800.0,59937500.0,3.439,487.4869401797247,0.054380661831943046,37858,37227,25932,232682,40,9920,0.686031746031746,101166.08695652174,0.7123026426495872,2.3,20,0.13387416669831287,20,0.04776301042970726
2035,2061,2011,1,1,2651.588445097884,0.008210901,123.31569350867953,205.0253736817227,4498.005647099018,5787.28539831131,209209.5649813497,22814900.0,0.9999997436884379,0.977478107600815,0.02565,0.02758,0.0083,1135.3708870789021,1.7378693728398837,1.4449676583587199,41166.45710945983,0.00732,0.001076,0,1.022521892399185,75778.35217333124,1.0394133116985738,0.0,1.45503234164128,2.7,0.0283,94682.85135175759,2.3,145609.85722701938,1.5378693728398838,0.4100646832825603,80,0.696,80,0.0215,0.0041054505,0.009685835254930808,3.660963823720004,3690.44616552011,619.7945205503964,846.2359868089655,4.128826530612245,0.9489795918367347,891.7325452395551,0.7219387755102041,-0.026893468641994187,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,76.52646241013402,575.614125,83848.02235255457,140,180.07160010655502,42.828,932,55149.31518502565,871,348.3,645,1621.10970225126,7420.4182084678805,148871.07763581604,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.3599304015328948,0.6384369590172169,0.69,0.001,0.001632639449888334,16.3,12.8,10340028.717,1094444032.0,393923679.89304036,1786832.5023380502,698733519.6046215,217972.34863524843,0.00113,67729.375,0.001,4731.8,9,141571.44599943236,4731800.0,59937500.0,3.439,487.2221534980752,0.05396949939198459,37892,37739,26248,234256,40,9960,0.6943915343915343,101850.4347826087,0.7115882949667592,2.3,20,0.13571539949573236,20,0.04760776593024272
2036,2061,2011,1,1,2674.2568417783928,0.008144031,124.93356791055277,206.48979270411883,4530.13320728424,5795.048494667883,210703.8701062437,22814900.0,0.9999997510276952,0.9718477524548113,0.02565,0.02758,0.0083,1177.1881673290654,1.6938338283260572,1.4420931627413336,42682.67466747881,0.00732,0.001076,0,1.0281522475451887,75901.66786683991,1.0492664332040804,0.0,1.4579068372586663,2.7,0.0283,98170.15173520125,2.3,146649.8935939456,1.493833828326057,0.4158136745173328,80,0.696,80,0.0215,0.0040720155,0.009207845807494574,3.646056247505046,3705.169120926931,624.3105133109747,849.7101667641284,4.128826530612245,0.9489795918367347,895.393509063275,0.7219387755102041,-0.024691691416302855,744,3237,566,0.0,0.5575,0,94,2,0,18.489,75,0,0,0.0,0,37800,150,0,0,0,20,252,10,61.1,0.65,160,278074.56,1737.9660000000001,0.29,400000,0,0,120,78.51120948629355,575.614125,84303.36999610718,140,180.07160010655502,42.828,932,55448.81074864732,871,348.3,645,1621.10970225126,7420.4182084678805,149627.90559006648,517001.43585,7961822.11209,16.3,0.18,0.05,0.77,892425.0,1861205.16906,1.773778920308483,0.389,0.35991841764135757,0.6384157022430248,0.69,0.001,0.001665880115617618,16.3,12.8,10340028.717,1100424192.0,396062933.91890943,1833174.7801973838,702528083.3008932,223943.4487715261,0.00113,67729.375,0.001,4731.8,9,146785.7181814596,4731800.0,59937500.0,3.439,486.4080402038242,0.05357910733010235,38595,38146,26267,235536,40,10000,0.6948941798941799,102406.95652173914,0.7101336369124082,2.3,20,0.1371790357233686,20,0.04745997306531521
