time,FINAL TIME,INITIAL TIME,SAVEPER,TIME STEP,Number of Trips per Bus Route,Number of Bus Routes,IRBR,Number of Railway Lines,ITRR,road construiction,ILRR,Number of Trips per Railway line,increasing railway trips,increaing bus trips,daily railway capacity,Land Use for mobility,ITBR,Daily railway trips,increasing bus routes,increasing railway lines,construction,Road Available,RCR,gdp growth rate,WELL TO TANK CO2 EMISSION RAILWAY ELECTRICITY,"""emissions of greenhouse gases (GHG) mobility""",railway electricity co2 emission,number of trains,bus electricity activity,bus natural gas activity,AVERAGE DISTANCE RAILWAY TRIP,ENERGY INTENSITY PER KM RAILWAY ELECTRICITY,TANK TO WHEEL CO2 EMISSION RAILWAY ELECTRICITY,PERCENTAGE BUS DIESEL,PERCENTAGE BUS ELECTRICITY,PERCENTAGE BUS NATURAL GAS,GHC CORRECTION BUS ELECTRICITY,DAILY CHOSEN RAILWAY,"""Motorization rate number of motorized vehicles per 1000 inhabitants.""",railway activity per year,Railway Daily Occupancy rate 0,bus electricity co2 emission,bus diesel co2 emission,bus diesel activity,MAX CAPACITY RAILWAY,ENERGY INTENSITY PER KM BUS NATURAL GAS,bus natural gas co2 emission,GHC CORRECTION RAILWAY ELECTRICITY,WELL TO TANK CO2 EMISSION NATURAL GAS,TANK TO WHEEL CO2 EMISSION BUS NATURAL GAS,ENERGY INTENSITY PER KM BUS ELECTRICITY,VEHICLES PER LINE,WELL TO TANK CO2 EMISSION BUS ELECTRICITY,GHC CORRECTION BUS NATURAL GAS,TANK TO WHEEL CO2 EMISSION BUS ELECTRICITY,business income multiplier,number of bus,VEHICLES PER ROUTE,CO2 CAPTURE PER GREEN AREA,business growth,DIESEL PETROL RATIO,car diesel co2 emissions,increase amount,INITIAL RATIO CAR PETROL,number of mototized private vehicles,GDPGN,"""Emissions of greenhouse gases (GHG)""",TPC,percentage car diesel,percentafe car petrol,INITIAL RATIO CAR DIESEL,INITIAL RATIO CAR ELECTRICITY,percentage car eletricity,PRIVATE PARKING CONSTRUCTION,MAX CAPACITY BUS,BUS Daily Occupancy rate,daily bus capacity,DAILY CHOSEN BUS,PEDESTRIAN SIDEWALK CONSTRUCTION,Daily bus trips,ticket fare pt 10 km,Mobility space usage,Affordability of public transport for the poorest group,GHC CORRECTION CAR DIESEL,GHC CORRECTION CAR ELECTRICITY,GHC CORRECTION CAR PETROL,ghg emissions,AVERAGE DISTANCE BUS ROUTES,AVERAGE DISTANCE CAR,co2 capture green spaces,CO2 CAPTURE PER M2 BODY OF WATER,"""co2 capture sea/river""",CO2 TECHNOLOGIES CAPTURE,DAILY CHOSEN CAR,"""emissions of greenhouse gases (GHG) business""",BODY OF WATER M2,bus activity per year,WELL TO TANK CO2 EMISSION CAR DIESEL,capture,car activity per year,car diesel activity,car electricity activity,car electricity co2 emission,car petrol activity,car petrol co2 emission,ENERGY INTENSITY PER KM CAR PETROL,GREEN AREA,Total GHG,WELL TO TANK CO2 EMISSION BUS DIESEL,GHC CORRECTION BUS DIESEL,ENERGY INTENSITY PER KM BUS DIESEL,ENERGY INTENSITY PER KM CAR DIESEL,ENERGY INTENSITY PER KM CAR ELECTRICITY,TANK TO WHEEL CO2 EMISSION CAR ELECTRICITY,EpB,TANK TO WHEEL CO2 EMISSION BUS DIESEL,WELL TO TANK CO2 EMISSION CAR ELECTRICITY,TANK TO WHEEL CO2 EMISSION CAR DIESEL,TANK TO WHEEL CO2 EMISSION CAR PETROL,WELL TO TANK CO2 EMISSION CAR PETROL,average monthly income 95,average monthly income 25,average monthly income 50,income 95 multiplier,income 50 multiplier,average monthly income,income 25 multiplier,labor force income multiplier,IMI50,IMI95,IMI25,housing construction,net births,business construction,outmigration,inmigration,Population,AREA,attractiveness from jobs multiplier,attractiveness from housing multiplier,BCN,BDN,BN,business demolition,business labor force multiplier,business land multiplier,Business structures,DN,HCN,HDN,households to housing ratio,Housing,housing availability multiplier,housing demolition,housing land multiplier,HS,IMN,jobs,JPBS,labor force,labor to job ratio,land fraction occupied,LPBS,LPF,LPH,OMN
2059,2071,2021,1,1,18.489,183.1794074,0.0,2,0,0,0,75,0,0.0,12000,10520,0,150,0.0,0,40,400000,0,-0.0013664303631540997,1,95276.48473372038,847.4614499999999,20,698342.0638565983,10754467.783391614,16.3,1,1,0.18,0.05,0.77,1,63418,272.2844761086863,618585.0,5.284833333333333,956.7286274835396,3444.2230589407427,2514031.429883754,80,1,14733.62086324651,1,1,1,1,10,1,1,1,0.2,119.06661481,0.65,0.00113,-0.0082256433631541,3.91210447011552,15624.86865932677,-2.2977112280880383,0.1991,128585.65217391305,0.006859213,0.2015332251280939,2.3,0.19823746968152012,0.7755256912854648,0.7789,0.022,0.02623683903301509,20,80,1.0302153400861653,270944.325073488,279131,20,3386.8040634186,1.4,0.022252390338213104,0.08372696401202133,1,1,1,95281.97678918572,16.3,6.203718380913416,67729.375,0.001,4731.8,9,295747,5.492055465340888,4731800.0,13966841.277131965,1,72470.175,464186968.29999995,92019250.05492797,12178798.768510377,667.3981725143686,359988919.4765616,59002.183902208446,1,59937500.0,-252122.18911154277,1,1,1,1,1,1,0.000455,1,1,1,1,1,2696.431502438505,1003.261028166977,1234.324018144119,2.40354609929078,0.7340425531914894,1681.5428652977853,0.5964539007092199,1.5,1035,3389,841,110.7153443197539,37726.10435285995,0.9880498859439124,26928.30706690354,1268.883008559851,472758.19991052564,9232860.0,0.1,0.4,0.0258,0.00831,0.0902,100.30545256479732,2.0,0.0015863742536112446,12070.451572177777,0.0104,0.1958,0,2.0404983077329018,89110.62371361937,2.0,0.0,0.0031727485072224892,2.6,0.0671,27762.038616008886,2.3,312965.928340768,11.273160903979768,0.9993654502985555,100,0.662,90,0.05696
2060,2071,2021,1,1,18.489,183.1794074,0.0,2,0,0,0,75,0,0.0,12000,10560,0,150,0.0,0,40,400000,0,-0.0014142489098488177,1,96693.05966037471,847.4614499999999,20,698342.0638565983,10754467.783391614,16.3,1,1,0.18,0.05,0.77,1,64687,271.06322801340826,618585.0,5.390583333333334,956.7286274835396,3444.2230589407427,2514031.429883754,80,1,14733.62086324651,1,1,1,1,10,1,1,1,0.2,119.06661481,0.65,0.00113,-0.008226733909848818,3.91210447011552,15919.029848802042,-2.3748706285119794,0.1991,131279.13043478262,0.006812485,0.19943914515996236,2.3,0.19824476814467498,0.7755542436357978,0.7789,0.022,0.02620098821952719,20,80,1.0609781176336903,270944.325073488,287466,20,3386.8040634186,1.4,0.021781060401714472,0.08384149351957075,1,1,1,96698.50652642183,16.3,6.190605480522749,67729.375,0.001,4731.8,9,301942,5.44686604712201,4731800.0,13966841.277131965,1,72470.175,472908561.40000004,93751648.1083748,12390671.646154951,679.0088062092913,366766241.64547026,60112.98700569258,1,59937500.0,-229310.38732235704,1,1,1,1,1,1,0.000455,1,1,1,1,1,2692.7470165614077,1001.8905493422806,1232.6374003277565,2.40354609929078,0.7340425531914894,1679.2451540696973,0.5964539007092199,1.5,1035,3389,841,110.23530578498159,38689.02544036235,0.9744606250405325,27615.625176479185,1301.2699784703327,484824.8802050419,9232860.0,0.1,0.4,0.0258,0.00831,0.0902,99.48012494853606,2.0,0.0015775360602202082,11971.134169498924,0.0104,0.1958,0,2.0899832903211433,89221.33905793913,2.0,0.0,0.0031550721204404164,2.6,0.0671,27533.608589847525,2.3,320954.0706957378,11.656810971522392,0.9993689855759119,100,0.662,90,0.05696
2061,2071,2021,1,1,18.489,183.1794074,0.1,2,0,0,0,75,0,0.0,12000,10600,0,150,18.31794074,0,40,400000,0,-0.0014617540885136166,1,98606.23790594962,847.4614499999999,20,698342.0638565983,10754467.783391614,16.3,1,1,0.18,0.05,0.77,1,66357,270.77121723709,618585.0,5.52975,956.7286274835396,3444.2230589407427,2514031.429883754,80,1,14733.62086324651,1,1,1,1,10,1,1,1,0.2,119.06661481,0.65,0.00113,-0.008228143088513617,3.91210447011552,16316.26128449748,-2.45117199272714,0.1991,134488.26086956522,0.006766389,0.19832326440605325,2.3,0.19825231169739294,0.7755837548021064,0.7789,0.022,0.026163933500500763,20,80,1.0892754440232373,270944.325073488,295133,20,3386.8040634186,1.4,0.021319407852363893,0.08396019879435464,1,1,1,98611.63995191947,16.3,6.193440513637846,67729.375,0.001,4731.8,9,309323,5.402045969854821,4731800.0,13966841.277131965,1,72470.175,484690720.79999983,96091055.85687561,12681415.787320977,694.9415851451895,375918249.15580326,61613.00103663615,1,59937500.0,-205082.05579593522,1,1,1,1,1,1,0.000455,1,1,1,1,1,2688.938802028738,1000.4740484922248,1230.894144228104,2.40354609929078,0.7340425531914894,1676.8702834411854,0.5964539007092199,1.5,1035,3389,841,109.03381794082753,39676.52412570216,0.9547290416098989,28320.486393483643,1334.4835934008095,497199.5504473954,9232860.0,0.1,0.4,0.0258,0.00831,0.0902,98.66154287800781,2.0,0.0015584165543736095,11872.62850517543,0.0104,0.1958,0,2.140683153610427,89331.57436372411,2.0,0.0,0.003116833108747219,2.6,0.0671,27307.045561903484,2.3,329146.1023961758,12.053523023939764,0.9993766333782506,100,0.662,90,0.05696
2062,2071,2021,1,1,18.489,201.49734814,0.0,2,0,0,0,75,0,0.0,12000,10640,0,150,0.0,0,40,400000,0,-0.0015076861392925751,1,102260.99709519054,847.4614499999999,20,768176.2702422582,11829914.561730776,16.3,1,1,0.18,0.05,0.77,1,68338,269.91430715966294,618585.0,5.694833333333333,1052.4014902318936,3788.645364834817,2765434.5728721293,80,1,16206.982949571162,1,1,1,1,10,1,1,1,0.2,130.97327629100002,0.65,0.00113,-0.008228599139292575,3.91210447011552,16677.841209363727,-2.52449848569743,0.1991,137475.65217391305,0.006720913,0.2005549877439339,2.3,0.19826009761420285,0.7756142141220623,0.7789,0.022,0.026125688263734806,20,80,1.0177535380368374,298038.7575808368,303330,20,3725.4844697604603,1.4,0.02086724293925173,0.08408307092972034,1,1,1,102266.3546845601,16.3,6.192880320309682,67729.375,0.001,4731.8,9,316194,5.35758936955926,4731800.0,15363525.404845163,1,72470.175,495412354.79999983,98220501.82193007,12942988.743507579,709.2757831442153,384248864.23456216,62978.388848044735,1,59937500.0,-178940.59084401577,1,1,1,1,1,1,0.000455,1,1,1,1,1,2685.008234741109,999.0120373958537,1229.0948796802513,2.40354609929078,0.7340425531914894,1674.4191114484584,0.5964539007092199,1.5,1035,3389,841,108.36339173825775,40689.22772748658,0.9399026986425864,29043.33848819092,1368.544952638772,509890.07177301473,9232860.0,0.1,0.4,0.0258,0.00831,0.0902,97.84959925502736,2.0,0.0015469460482053776,11774.921691339032,0.0104,0.1958,0,2.1926457126523253,89440.60818166494,2.0,0.0,0.0030938920964107552,2.6,0.0671,27082.319890079772,2.3,337547.22751373576,12.463748633195156,0.9993812215807178,100,0.662,90,0.05696
2063,2071,2021,1,1,18.489,201.49734814,0.0,2,0,0,0,75,0,0.0,12000,10680,0,150,0.0,0,40,400000,0,-0.0015535417057942853,1,103596.83331992434,847.4614499999999,20,768176.2702422582,11829914.561730776,16.3,1,1,0.18,0.05,0.77,1,72112,268.35080065443987,618585.0,6.009333333333333,1052.4014902318936,3788.645364834817,2765434.5728721293,80,1,16206.982949571162,1,1,1,1,10,1,1,1,0.2,130.97327629100002,0.65,0.00113,-0.008229585705794285,3.91210447011552,16955.292103936303,-2.5973580089304438,0.1991,140170.8695652174,0.006676044,0.19811807344966453,2.3,0.1982681164457066,0.7756455846286333,0.7789,0.022,0.026086298925660095,20,80,1.0435119328923044,298038.7575808368,311007,20,3725.4844697604603,1.4,0.020424379362139006,0.08420999527137368,1,1,1,103602.14681538196,16.3,6.1745965328031325,67729.375,0.001,4731.8,9,322393,5.313495457626105,4731800.0,15363525.404845163,1,72470.175,503633615.1,99854488.24461898,13137937.03250944,719.9589493815173,390641189.8228716,64026.09101196866,1,59937500.0,-149144.41115945566,1,1,1,1,1,1,0.000455,1,1,1,1,1,2680.9600850417037,997.5062904267248,1227.241790366282,2.40354609929078,0.7340425531914894,1671.894612962761,0.5964539007092199,1.5,1035,3389,841,107.32228971613603,41727.77957600295,0.9220941505647766,29784.640659763503,1403.4756940099237,522904.50596494914,9232860.0,0.1,0.4,0.0258,0.00831,0.0902,97.0442796766438,2.0,0.0015302297758895689,11678.011994782648,0.0104,0.1958,0,2.245889753339837,89548.97157340319,2.0,0.0,0.0030604595517791378,2.6,0.0671,26859.42758800009,2.3,346162.78294879635,12.887943416316531,0.9993879080896442,100,0.662,90,0.05696
2064,2071,2021,1,1,18.489,201.49734814,0.0,2,0,0,0,75,0,0.0,12000,10720,0,150,0.0,0,40,400000,0,-0.0015984075839125377,1,105466.0865292565,847.4614499999999,20,768176.2702422582,11829914.561730776,16.3,1,1,0.18,0.05,0.77,1,74126,267.8557196187486,618585.0,6.1771666666666665,1052.4014902318936,3788.645364834817,2765434.5728721293,80,1,16206.982949571162,1,1,1,1,10,1,1,1,0.2,130.97327629100002,0.65,0.00113,-0.008230177583912538,3.91210447011552,17343.457714881068,-2.6682173921225836,0.1991,143486.95652173914,0.00663177,0.19667294385535364,2.3,0.19827636670861887,0.7756778605190519,0.7789,0.022,0.026045772772329265,20,80,1.0715753970802848,298038.7575808368,319371,20,3725.4844697604603,1.4,0.01999063421723281,0.08434098333294894,1,1,1,105471.3562891197,16.3,6.169731531422336,67729.375,0.001,4731.8,9,330020,5.269759863211739,4731800.0,15363525.404845163,1,72470.175,515142104.39999986,102140504.799064,13417274.196661916,735.266625977073,399584325.4042739,65491.870933760496,1,59937500.0,-118012.4393440737,1,1,1,1,1,1,0.000455,1,1,1,1,1,2676.795101738021,995.9570861107599,1225.335219061854,2.40354609929078,0.7340425531914894,1669.2972549538304,0.5964539007092199,1.5,1035,3389,841,106.56132828724293,42792.83942190085,0.9069331877488469,30544.86382796331,1439.2980076238332,536251.1205751986,9232860.0,0.1,0.4,0.0258,0.00831,0.0902,96.24550431492209,2.0,0.0015175610248621685,11581.889809256569,0.0104,0.1958,0,2.3004568012296946,89656.29386311932,2.0,0.0,0.003035122049724337,2.6,0.0671,26638.346561290105,2.3,354998.24182078143,13.326586956288503,0.9993929755900551,100,0.662,90,0.05696
2065,2071,2021,1,1,18.489,201.49734814,0.0,2,0,0,0,75,0,0.0,12000,10760,0,150,0.0,0,40,400000,0,-0.001642961143564112,1,107269.56410574925,847.4614499999999,20,768176.2702422582,11829914.561730776,16.3,1,1,0.18,0.05,0.77,1,76577,266.9130896101922,618585.0,6.3814166666666665,1052.4014902318936,3788.645364834817,2765434.5728721293,80,1,16206.982949571162,1,1,1,1,10,1,1,1,0.2,130.97327629100002,0.65,0.00113,-0.008231040143564112,3.91210447011552,17717.990361207114,-2.738206749449539,0.1991,146634.78260869568,0.006588079,0.19505741959756845,2.3,0.19828484204968325,0.7757110169387157,0.7789,0.022,0.02600414101160111,20,80,1.1005145862985215,298038.7575808368,327996,20,3725.4844697604603,1.4,0.019565827943523337,0.08447596993178284,1,1,1,107274.79048656259,16.3,6.167396963766827,67729.375,0.001,4731.8,9,337260,5.226380813348875,4731800.0,15363525.404845163,1,72470.175,526244123.9000001,104346232.98708546,13684526.40442209,749.9120469623305,408213364.5084926,66906.17044294193,1,59937500.0,-85011.258054954,1,1,1,1,1,1,0.000455,1,1,1,1,1,2672.516492146823,994.3656174392881,1223.3766339548706,2.40354609929078,0.7340425531914894,1666.6290375617077,0.5964539007092199,1.5,1035,3389,841,105.60936254039206,43885.08385530544,0.8903739393338632,31324.49093230824,1476.034649970424,549938.3941767599,9232860.0,0.1,0.4,0.0258,0.00831,0.0902,95.45324078885527,2.0,0.0015022184243204673,11486.551238129396,0.0104,0.1958,0,2.3563729845718058,89762.85519140656,2.0,0.0,0.0030044368486409345,2.6,0.0671,26419.067847697606,2.3,364059.21694501507,13.780168893307204,0.9993991126302718,100,0.662,90,0.05696
2066,2071,2021,1,1,18.489,201.49734814,0.1,2,0,0,0,75,0,0.0,12000,10800,0,150,20.149734814000002,0,40,400000,0,-0.001686733851117097,1,108867.86294970613,847.4614499999999,20,768176.2702422582,11829914.561730776,16.3,1,1,0.18,0.05,0.77,1,78574,265.2416563846468,618585.0,6.547833333333333,1052.4014902318936,3788.645364834817,2765434.5728721293,80,1,16206.982949571162,1,1,1,1,10,1,1,1,0.2,130.97327629100002,0.65,0.00113,-0.008231693851117097,3.91210447011552,18049.958536493672,-2.8065409888943864,0.1991,149438.69565217392,0.00654496,0.19303667494341248,2.3,0.1982935397053446,0.7757450430763081,0.7789,0.022,0.02596141721834729,20,80,1.1342048354510217,298038.7575808368,338037,20,3725.4844697604603,1.4,0.019149784269688212,0.0846149473082207,1,1,1,108873.04630441507,16.3,6.164793473548847,67729.375,0.001,4731.8,9,343709,5.183354708932343,4731800.0,15363525.404845163,1,72470.175,536080435.0000001,106301287.02293094,13917407.835628107,762.6739493924202,415861740.14144105,68159.73920918218,1,59937500.0,-50206.64256839141,1,1,1,1,1,1,0.000455,1,1,1,1,1,2668.125651394692,992.7324033426307,1221.3666736813384,2.40354609929078,0.7340425531914894,1663.8908308122582,0.5964539007092199,1.5,1035,3389,841,104.80822302381368,45005.206735628264,0.8753154455461786,32124.01723886448,1513.708958376269,563975.0217497275,9232860.0,0.1,0.4,0.0258,0.00831,0.0902,94.66742336533575,2.0,0.0014890708341688819,11391.988371279875,0.0104,0.1958,0,2.4136772668852133,89868.46455394695,2.0,0.0,0.0029781416683377637,2.6,0.0671,26201.57325394371,2.3,373351.46439831966,14.249200259076998,0.9994043716663324,100,0.662,90,0.05696
2067,2071,2021,1,1,18.489,221.647082954,0.0,2,0,0,0,75,0,0.0,12000,10840,0,150,0.0,0,40,400000,0,-0.0017300835293050298,1,112971.28790043957,847.4614499999999,20,844993.8972664839,13012906.017903851,16.3,1,1,0.18,0.05,0.77,1,80832,264.9360241130493,618585.0,6.736,1157.6416392550827,4167.509901318298,3041978.0301593416,80,1,17827.681244528274,1,1,1,1,10,1,1,1,0.2,144.0706039201,0.65,0.00113,-0.00823248552930503,3.91210447011552,18465.02632115023,-2.8738145706107443,0.1991,153066.95652173914,0.006502402,0.19532704581251975,2.3,0.19830245441827704,0.7757799183646209,0.7789,0.022,0.025917627217102127,20,80,1.0563909778078417,327842.63333892054,346330,20,4098.032916736506,1.4,0.018742330161569093,0.08475786832603972,1,1,1,112976.4285797394,16.3,6.1567901515108465,67729.375,0.001,4731.8,9,352054,5.140679299828839,4731800.0,16899877.945329677,1,72470.175,548383217.8,108745738.05153258,14212791.811055321,778.8609912458315,425424687.9374121,69727.10635294185,1,59937500.0,-13803.771263976349,1,1,1,1,1,1,0.000455,1,1,1,1,1,2663.62523353945,991.0584310223044,1219.306553168214,2.40354609929078,0.7340425531914894,1661.0842898233639,0.5964539007092199,1.5,1035,3389,841,103.90908868431505,46153.91963234844,0.8596588831166329,32943.95065486926,1552.344865829865,578369.9202048676,9232860.0,0.1,0.4,0.0258,0.00831,0.0902,93.88801094852231,2.0,0.0014745766037346786,11298.196263360085,0.0104,0.1958,0,2.4724005523393826,89973.27277697076,2.0,0.0,0.002949153207469357,2.6,0.0671,25985.851405728194,2.3,382880.8871756224,14.734205979921136,0.9994101693585061,100,0.662,90,0.05696
2068,2071,2021,1,1,18.489,221.647082954,0.0,2,0,0,0,75,0,0.0,12000,10880,0,150,0.0,0,40,400000,0,-0.001772769944956878,1,114638.83576792863,847.4614499999999,20,844993.8972664839,13012906.017903851,16.3,1,1,0.18,0.05,0.77,1,83351,263.8134222599912,618585.0,6.945916666666666,1157.6416392550827,4167.509901318298,3041978.0301593416,80,1,17827.681244528274,1,1,1,1,10,1,1,1,0.2,144.0706039201,0.65,0.00113,-0.008233163944956878,3.91210447011552,18811.40142055856,-2.9396256929407416,0.1991,156312.1739130435,0.006460394,0.1932770286071102,2.3,0.1983115828194012,0.7758156296234636,0.7789,0.022,0.025872787557135152,20,80,1.0872868985026,327842.63333892054,356459,20,4098.032916736506,1.4,0.01834329577022496,0.08490471637493274,1,1,1,114643.93411932826,16.3,6.141779549285432,67729.375,0.001,4731.8,9,359518,5.098351399639079,4731800.0,16899877.945329677,1,72470.175,558644315.9,110785638.51919056,14453685.705281798,792.0619766494425,433404991.6755276,71035.07813561897,1,59937500.0,26702.482315763045,1,1,1,1,1,1,0.000455,1,1,1,1,1,2659.0169393946626,989.3443331117486,1217.1970509834039,2.40354609929078,0.7340425531914894,1658.2104752527532,0.5964539007092199,1.5,1035,3389,841,103.09339642866169,47331.952277044504,0.8449119430259177,33784.81205138414,1591.9669161853064,593132.2340481767,9232860.0,0.1,0.4,0.0258,0.00831,0.0902,93.11494534285879,2.0,0.0014613134395993765,11205.16791129468,0.0104,0.1958,0,2.5325812553334677,90077.18186565507,2.0,0.0,0.002922626879198753,2.6,0.0671,25771.886195977764,2.3,392653.53893989295,15.235731523646672,0.9994154746241602,100,0.662,90,0.05696
2069,2071,2021,1,1,18.489,221.647082954,0.0,2,0,0,0,75,0,0.0,12000,10920,0,150,0.0,0,40,400000,0,-0.0018149858472472098,1,116912.65062375051,847.4614499999999,20,844993.8972664839,13012906.017903851,16.3,1,1,0.18,0.05,0.77,1,85487,263.47106272891335,618585.0,7.123916666666666,1157.6416392550827,4167.509901318298,3041978.0301593416,80,1,17827.681244528274,1,1,1,1,10,1,1,1,0.2,144.0706039201,0.65,0.00113,-0.00823391184724721,3.91210447011552,19283.622598398833,-3.0042931653119247,0.1991,160097.82608695654,0.006418926,0.19220476571364115,2.3,0.19832092026335268,0.7758521586796857,0.7789,0.022,0.025826921056961608,20,80,1.1161208543054977,327842.63333892054,365912,20,4098.032916736506,1.4,0.01795251438056593,0.08505545467653647,1,1,1,116917.70699228495,16.3,6.146793400773986,67729.375,0.001,4731.8,9,368225,5.056368534442155,4731800.0,16899877.945329677,1,72470.175,572640959.0000002,113566681.96936886,14789552.842075795,810.4674957457535,444284724.1885556,72818.26629450427,1,59937500.0,68876.2414350913,1,1,1,1,1,1,0.000455,1,1,1,1,1,2654.3031140813728,987.5909819005691,1215.0392406343303,2.40354609929078,0.7340425531914894,1655.2708495598124,0.5964539007092199,1.5,1035,3389,841,102.2283476110137,48540.05302696378,0.8299733176211301,34647.13559418367,1632.6002797540204,608271.3411900223,9232860.0,0.1,0.4,0.0258,0.00831,0.0902,92.34818136530617,2.0,0.001447395125393769,11112.897877894848,0.0104,0.1958,0,2.594253734116519,90180.27526208374,2.0,0.0,0.002894790250787538,2.6,0.0671,25559.665119158148,2.3,402675.62786779477,15.75433895516772,0.9994210419498425,100,0.662,90,0.05696
2070,2071,2021,1,1,18.489,221.647082954,0.0,2,0,0,0,75,0,0.0,12000,10960,0,150,0.0,0,40,400000,0,-0.0018566102265166612,1,118853.25487393777,847.4614499999999,20,844993.8972664839,13012906.017903851,16.3,1,1,0.18,0.05,0.77,1,87896,262.49652118255915,618585.0,7.324666666666666,1157.6416392550827,4167.509901318298,3041978.0301593416,80,1,17827.681244528274,1,1,1,1,10,1,1,1,0.2,144.0706039201,0.65,0.00113,-0.008234596226516662,3.91210447011552,19686.707899842735,-3.0676149855334973,0.1991,163580.4347826087,0.006377986,0.1905319867801769,2.3,0.19833046311743519,0.7758894913217995,0.7789,0.022,0.02578004556076525,20,80,1.146705650120123,327842.63333892054,375939,20,4098.032916736506,1.4,0.017569822360570857,0.0852100630331544,1,1,1,118858.26960168754,16.3,6.141384241232209,67729.375,0.001,4731.8,9,376235,5.01472774978046,4731800.0,16899877.945329677,1,72470.175,584582736.1,115940564.7811704,15070569.57069481,825.8672124740756,453571601.7481348,74340.3855265193,1,59937500.0,113323.77342737625,1,1,1,1,1,1,0.000455,1,1,1,1,1,2649.4855914950103,985.7990595232446,1212.833961608729,2.40354609929078,0.7340425531914894,1652.2665563945004,0.5964539007092199,1.5,1035,3389,841,101.41123563130189,49778.989340424014,0.8156342732345162,35531.469083089614,1674.2707692944616,623796.8589025565,9232860.0,0.1,0.4,0.0258,0.00831,0.0902,91.58766505642993,2.0,0.0014342002756337346,11021.379669847163,0.0104,0.1958,0,2.6574569735670486,90282.50360969476,2.0,0.0,0.0028684005512674693,2.6,0.0671,25349.173240648473,2.3,412953.52059349243,16.290611006251833,0.9994263198897465,100,0.662,90,0.05696
2071,2071,2021,1,1,18.489,221.647082954,0.1,2,0,0,0,75,0,0.0,12000,11000,0,150,22.164708295400004,0,40,400000,0,-0.0018977494115296149,1,120736.28675938118,847.4614499999999,20,844993.8972664839,13012906.017903851,16.3,1,1,0.18,0.05,0.77,1,90349,261.45281919712403,618585.0,7.529083333333333,1157.6416392550827,4167.509901318298,3041978.0301593416,80,1,17827.681244528274,1,1,1,1,10,1,1,1,0.2,144.0706039201,0.65,0.00113,-0.008235314411529615,3.91210447011552,20077.863823811877,-3.129766320554131,0.1991,167092.1739130435,0.006337565,0.18873341706193228,2.3,0.1983402071073115,0.7759276108281514,0.7789,0.022,0.02573218206453707,20,80,1.1803406898576192,327842.63333892054,386966,20,4098.032916736506,1.4,0.017195059111091513,0.08536851113523992,1,1,1,120741.26018585695,16.3,6.131469743333542,67729.375,0.001,4731.8,9,384312,4.973426475774105,4731800.0,16899877.945329677,1,72470.175,596168542.2,118244192.13081199,15340717.469040053,840.6713173033949,462583632.600148,75817.45738316426,1,59937500.0,159711.8680290638,1,1,1,1,1,1,0.000455,1,1,1,1,1,2644.5665294508326,983.9693685992492,1210.5822016725394,2.40354609929078,0.7340425531914894,1649.198941408967,0.5964539007092199,1.5,1035,3389,841,100.57044544048777,51049.54826434899,0.8013099834360383,36438.37429996639,1717.0048564099336,639718.6499291853,9232860.0,0.1,0.4,0.0258,0.00831,0.0902,90.83334948062158,2.0,0.0014207136288915678,10930.607639063968,0.0104,0.1958,0,2.7222281200057106,90383.91484532606,2.0,0.0,0.0028414272577831357,2.6,0.0671,25140.397569847126,2.3,423493.74625312065,16.845149130061902,0.9994317145484434,100,0.662,90,0.05696
