time,FINAL TIME,INITIAL TIME,SAVEPER,TIME STEP,Number of Trips per Bus Route,Number of Bus Routes,IRBR,Number of Railway Lines,ITRR,road construiction,ILRR,Number of Trips per Railway line,increasing railway trips,increaing bus trips,daily railway capacity,Land Use for mobility,ITBR,Daily railway trips,increasing bus routes,increasing railway lines,construction,Road Available,RCR,gdp growth rate,WELL TO TANK CO2 EMISSION RAILWAY ELECTRICITY,"""emissions of greenhouse gases (GHG) mobility""",railway electricity co2 emission,number of trains,bus electricity activity,bus natural gas activity,AVERAGE DISTANCE RAILWAY TRIP,ENERGY INTENSITY PER KM RAILWAY ELECTRICITY,TANK TO WHEEL CO2 EMISSION RAILWAY ELECTRICITY,PERCENTAGE BUS DIESEL,PERCENTAGE BUS ELECTRICITY,PERCENTAGE BUS NATURAL GAS,GHC CORRECTION BUS ELECTRICITY,DAILY CHOSEN RAILWAY,"""Motorization rate number of motorized vehicles per 1000 inhabitants.""",railway activity per year,Railway Daily Occupancy rate 0,bus electricity co2 emission,bus diesel co2 emission,bus diesel activity,MAX CAPACITY RAILWAY,ENERGY INTENSITY PER KM BUS NATURAL GAS,bus natural gas co2 emission,GHC CORRECTION RAILWAY ELECTRICITY,WELL TO TANK CO2 EMISSION NATURAL GAS,TANK TO WHEEL CO2 EMISSION BUS NATURAL GAS,ENERGY INTENSITY PER KM BUS ELECTRICITY,VEHICLES PER LINE,WELL TO TANK CO2 EMISSION BUS ELECTRICITY,GHC CORRECTION BUS NATURAL GAS,TANK TO WHEEL CO2 EMISSION BUS ELECTRICITY,business income multiplier,number of bus,VEHICLES PER ROUTE,CO2 CAPTURE PER GREEN AREA,business growth,DIESEL PETROL RATIO,car diesel co2 emissions,increase amount,INITIAL RATIO CAR PETROL,number of mototized private vehicles,GDPGN,"""Emissions of greenhouse gases (GHG)""",TPC,percentage car diesel,percentafe car petrol,INITIAL RATIO CAR DIESEL,INITIAL RATIO CAR ELECTRICITY,percentage car eletricity,PRIVATE PARKING CONSTRUCTION,MAX CAPACITY BUS,BUS Daily Occupancy rate,daily bus capacity,DAILY CHOSEN BUS,PEDESTRIAN SIDEWALK CONSTRUCTION,Daily bus trips,ticket fare pt 10 km,Mobility space usage,Affordability of public transport for the poorest group,GHC CORRECTION CAR DIESEL,GHC CORRECTION CAR ELECTRICITY,GHC CORRECTION CAR PETROL,ghg emissions,AVERAGE DISTANCE BUS ROUTES,AVERAGE DISTANCE CAR,co2 capture green spaces,CO2 CAPTURE PER M2 BODY OF WATER,"""co2 capture sea/river""",CO2 TECHNOLOGIES CAPTURE,DAILY CHOSEN CAR,"""emissions of greenhouse gases (GHG) business""",BODY OF WATER M2,bus activity per year,WELL TO TANK CO2 EMISSION CAR DIESEL,capture,car activity per year,car diesel activity,car electricity activity,car electricity co2 emission,car petrol activity,car petrol co2 emission,ENERGY INTENSITY PER KM CAR PETROL,GREEN AREA,Total GHG,WELL TO TANK CO2 EMISSION BUS DIESEL,GHC CORRECTION BUS DIESEL,ENERGY INTENSITY PER KM BUS DIESEL,ENERGY INTENSITY PER KM CAR DIESEL,ENERGY INTENSITY PER KM CAR ELECTRICITY,TANK TO WHEEL CO2 EMISSION CAR ELECTRICITY,EpB,TANK TO WHEEL CO2 EMISSION BUS DIESEL,WELL TO TANK CO2 EMISSION CAR ELECTRICITY,TANK TO WHEEL CO2 EMISSION CAR DIESEL,TANK TO WHEEL CO2 EMISSION CAR PETROL,WELL TO TANK CO2 EMISSION CAR PETROL,average monthly income 95,average monthly income 25,average monthly income 50,income 95 multiplier,income 50 multiplier,average monthly income,income 25 multiplier,labor force income multiplier,IMI50,IMI95,IMI25,housing construction,net births,business construction,outmigration,inmigration,Population,AREA,attractiveness from jobs multiplier,attractiveness from housing multiplier,BCN,BDN,BN,business demolition,business labor force multiplier,business land multiplier,Business structures,DN,HCN,HDN,households to housing ratio,Housing,housing availability multiplier,housing demolition,housing land multiplier,HS,IMN,jobs,JPBS,labor force,labor to job ratio,land fraction occupied,LPBS,LPF,LPH,OMN
2031,2071,2021,1,1,18.489,103.4,0.1,2,0,0,0,75,0,0.0,12000,9400,0,150,10.340000000000002,0,40,400000,0,0.00043183716398100674,1,52041.16517476062,847.4614499999999,20,394195.8893070001,6070616.695327802,16.3,1,1,0.18,0.05,0.77,1,15343,298.7510621803614,618585.0,1.2785833333333334,540.0483683505901,1944.1741260621243,1419105.2015052002,80,1,8316.744872599087,1,1,1,1,10,1,1,1,0.2,67.21000000000001,0.65,0.00113,-0.008057897836018993,3.91210447011552,8381.04688006505,0.7368783921078533,0.1991,66531.73913043478,0.008489735,0.233377343473594,2.3,0.1981585761856263,0.7752170516875155,0.7789,0.022,0.026624372126858246,20,80,0.8530544012106941,152941.00800000003,130467,20,1911.7626000000002,1.4,0.042154072094368215,0.08250862674989419,1,1,1,52048.07747848784,16.3,6.433843278461408,67729.375,0.001,4731.8,9,153023,6.912303727213931,4731800.0,7883917.786140001,1,72470.175,249085078.0,49358344.40556567,6631733.8079195125,363.41901267398924,193094999.78651485,31648.270465009784,1,59937500.0,-229761.8314667042,1,1,1,1,1,1,0.000455,1,1,1,1,1,2736.2593354012038,1018.075361436163,1252.5556886953764,2.40354609929078,0.7340425531914894,1706.3802135850055,0.5964539007092199,1.5,1035,3389,841,145.866147756439,17794.72214026545,3.397514530089417,12701.596154254636,1492.1383694549006,222991.5055171109,9232860.0,0.1,0.9972367124453008,0.0258,0.00831,0.0902,126.24449224867641,2.0,0.004334112748445584,15191.876323547101,0.0104,0.1958,0,1.0027632875546992,85529.62072392271,1.0048357532207237,0.0,0.008668225496891169,2.6,0.0671,34941.31554415833,2.3,147620.37665232742,4.224808778758399,0.9982663549006218,100,0.662,90,0.05696
2032,2071,2021,1,1,18.489,113.74000000000001,0.0,2,0,0,0,75,0,0.0,12000,9440,0,150,0.0,0,40,400000,0,0.00034483450570722135,1,53999.74208619728,847.4614499999999,20,433615.4782377,6677678.36486058,16.3,1,1,0.18,0.05,0.77,1,16071,298.0229595062229,618585.0,1.33925,594.053205185649,2138.591538668336,1561015.72165572,80,1,9148.419359858994,1,1,1,1,10,1,1,1,0.2,73.93100000000001,0.65,0.00113,-0.00807343149429278,3.91210447011552,8563.287636993315,0.588672878596277,0.1991,68325.21739130435,0.008418266,0.23521431247668953,2.3,0.19815623556086517,0.7752078949189246,0.7789,0.022,0.026635869520210284,20,80,0.8032806051242022,168235.10880000002,135140,20,2102.93886,1.4,0.04111914286989725,0.08247302226660566,1,1,1,54006.59849454963,16.3,6.4012637768218505,67729.375,0.001,4731.8,9,157148,6.856408352351974,4731800.0,8672309.564754,1,72470.175,254504287.40000004,50431611.525284536,6778942.991520499,371.4860759353233,197293732.883195,32336.44281955566,1,59937500.0,-250183.92898821636,1,1,1,1,1,1,0.000455,1,1,1,1,1,2737.4409538725204,1018.5148754274841,1253.096588791711,2.40354609929078,0.7340425531914894,1707.1170919771134,0.5964539007092199,1.5,1035,3389,841,145.1322277281297,18320.226235831615,3.1925003024707426,13076.692811941963,1493.2932620134825,229576.7698725766,9232860.0,0.1,0.9693813146863284,0.0258,0.00831,0.0902,125.22363386383495,2.0,0.004105782760169818,15069.029345828514,0.0104,0.1958,0,1.0306186853136716,85675.48687167915,1.0535826992989255,0.0,0.008211565520339636,2.6,0.0671,34658.76749540558,2.3,151979.82165564573,4.385032493604755,0.9983576868959321,100,0.662,90,0.05696
2033,2071,2021,1,1,18.489,113.74000000000001,0.0,2,0,0,0,75,0,0.0,12000,9480,0,150,0.0,0,40,400000,0,0.000261630217819768,1,54944.82063966032,847.4614499999999,20,433615.4782377,6677678.36486058,16.3,1,1,0.18,0.05,0.77,1,18211,296.94337570454337,618585.0,1.5175833333333333,594.053205185649,2138.591538668336,1561015.72165572,80,1,9148.419359858994,1,1,1,1,10,1,1,1,0.2,73.93100000000001,0.65,0.00113,-0.008086359782180232,3.91210447011552,8759.352288646487,0.4467874312312728,0.1991,70077.82608695653,0.00834799,0.2325080801098269,2.3,0.1981543656969492,0.7752005798159404,0.7789,0.022,0.026645054487110367,20,80,0.8206372675998768,168235.10880000002,138060,20,2102.93886,1.4,0.0401161851796116,0.08244460084781464,1,1,1,54951.6215238469,16.3,6.384129446143728,67729.375,0.001,4731.8,9,161179,6.800884186581553,4731800.0,8672309.564754,1,72470.175,260333862.79999998,51586291.452570595,6936609.959145914,380.12622576119605,201810961.38828346,33076.81657153966,1,59937500.0,-268647.50549366674,1,1,1,1,1,1,0.000455,1,1,1,1,1,2738.384917970751,1018.8659916621646,1253.5286997345104,2.40354609929078,0.7340425531914894,1707.7057648557097,0.5964539007092199,1.5,1035,3389,841,143.62502308406246,18857.825005366685,2.9873004544458404,13460.422459971005,1492.002709439284,236313.59655847974,9232860.0,0.1,0.9409323099276938,0.0258,0.00831,0.0902,124.20955514394001,2.0,0.003873247245877731,14946.99821226715,0.0104,0.1958,0,1.0590676900723062,85820.61909940728,1.103368457626536,0.0,0.007746494491755462,2.6,0.0671,34378.09588821444,2.3,156439.6009217136,4.5505603751412105,0.9984507011016489,100,0.662,90,0.05696
2034,2071,2021,1,1,18.489,113.74000000000001,0.0,2,0,0,0,75,0,0.0,12000,9520,0,150,0.0,0,40,400000,0,0.00018073639042476448,1,56224.96512515192,847.4614499999999,20,433615.4782377,6677678.36486058,16.3,1,1,0.18,0.05,0.77,1,18736,296.4226879776627,618585.0,1.5613333333333332,594.053205185649,2138.591538668336,1561015.72165572,80,1,9148.419359858994,1,1,1,1,10,1,1,1,0.2,73.93100000000001,0.65,0.00113,-0.008098141609575235,3.91210447011552,9024.94438705264,0.30872532659519053,0.1991,71996.95652173914,0.008278878,0.2311853254521538,2.3,0.19815294651878398,0.7751950278426963,0.7789,0.022,0.02665202563851965,20,80,0.8445740072538295,168235.10880000002,142087,20,2102.93886,1.4,0.03914425368527177,0.08242304280116415,1,1,1,56231.710853212615,16.3,6.402414957153984,67729.375,0.001,4731.8,9,165593,6.745728060697834,4731800.0,8672309.564754,1,72470.175,268229360.2999999,53150438.08629352,7148855.787719321,391.7572971670188,207930066.42598704,34079.73788721928,1,59937500.0,-286166.05896981986,1,1,1,1,1,1,0.000455,1,1,1,1,1,2739.101362213314,1019.1324797683103,1253.8566607212651,2.40354609929078,0.7340425531914894,1708.152552286941,0.5964539007092199,1.5,1035,3389,841,142.03598292307188,19407.599544702516,2.796524302377066,13852.842983286406,1488.085957386912,243203.0018133147,9232860.0,0.1,0.9118776412579335,0.0258,0.00831,0.0902,123.20219820747032,2.0,0.0036555393502157862,14825.775957577656,0.0104,0.1958,0,1.0881223587420665,85964.24412249135,1.1542141277986164,0.0,0.0073110787004315725,2.6,0.0671,34099.28470242861,2.3,161000.38720041435,4.721518020257698,0.9985377842599137,100,0.662,90,0.05696
2035,2071,2021,1,1,18.489,113.74000000000001,0.0,2,0,0,0,75,0,0.0,12000,9560,0,150,0.0,0,40,400000,0,0.0001007605578873267,1,57223.84715816329,847.4614499999999,20,433615.4782377,6677678.36486058,16.3,1,1,0.18,0.05,0.77,1,19356,295.80831107418595,618585.0,1.613,594.053205185649,2138.591538668336,1561015.72165572,80,1,9148.419359858994,1,1,1,1,10,1,1,1,0.2,73.93100000000001,0.65,0.00113,-0.008110140442112673,3.91210447011552,9232.183951961604,0.17214551146123483,0.1991,73930.86956521739,0.008210901,0.22867051922835432,2.3,0.19815196588188166,0.7751911914886873,0.7789,0.022,0.026656842629431063,20,80,0.873242220651151,168235.10880000002,146910,20,2102.93886,1.4,0.038202432593894727,0.08240815300749761,1,1,1,57230.53810164236,16.3,6.378142330379142,67729.375,0.001,4731.8,9,170041,6.690943479071016,4731800.0,8672309.564754,1,72470.175,274390062.0999999,54370930.22356657,7314372.704479514,400.8276242054773,212704759.17195383,34862.31002828323,1,59937500.0,-302404.5231166072,1,1,1,1,1,1,0.000455,1,1,1,1,1,2739.5964175065283,1019.3166201936057,1254.083278248234,2.40354609929078,0.7340425531914894,1708.4612776135361,0.5964539007092199,1.5,1035,3389,841,140.49094137764328,19969.618377703,2.6212227314002163,14254.003293157426,1481.3691574348152,250245.84433211773,9232860.0,0.1,0.8822139157751521,0.0258,0.00831,0.0902,122.20162705731899,2.0,0.003454444815974289,14705.370283672562,0.0104,0.1958,0,1.117786084224848,86106.28010541442,1.206125647393484,0.0,0.006908889631948578,2.6,0.0671,33822.351652446894,2.3,165662.74894786195,4.898025739019747,0.9986182220736103,100,0.662,90,0.05696
2036,2071,2021,1,1,18.489,113.74000000000001,0.1,2,0,0,0,75,0,0.0,12000,9600,0,150,11.374000000000002,0,40,400000,0,2.265683047109404e-05,1,58442.87177008078,847.4614499999999,20,433615.4782377,6677678.36486058,16.3,1,1,0.18,0.05,0.77,1,19815,295.040671102561,618585.0,1.65125,594.053205185649,2138.591538668336,1561015.72165572,80,1,9148.419359858994,1,1,1,1,10,1,1,1,0.2,73.93100000000001,0.65,0.00113,-0.008121374169528905,3.91210447011552,9485.106404931594,0.03871221780498816,0.1991,75862.17391304349,0.008144031,0.22701301136947205,2.3,0.19815141907788936,0.7751890523343448,0.7789,0.022,0.026659528587765918,20,80,0.9026296656099644,168235.10880000002,151854,20,2102.93886,1.4,0.037289832671477556,0.08239985278151402,1,1,1,58449.50830447589,16.3,6.386070276187364,67729.375,0.001,4731.8,9,174483,6.636534395102722,4731800.0,8672309.564754,1,72470.175,281907957.0999999,55860461.74871374,7515533.241426135,411.8512216301522,218531962.10986003,35817.38858980606,1,59937500.0,-317644.1600149649,1,1,1,1,1,1,0.000455,1,1,1,1,1,2739.8724607699423,1019.4192970554063,1254.2096403789874,2.40354609929078,0.7340425531914894,1708.6334231249973,0.5964539007092199,1.5,1035,3389,841,139.00062255734315,20543.937720213034,2.4600780815974335,14663.943515580628,1471.6763177061569,257442.82857409812,9232860.0,0.1,0.8519399471224358,0.0258,0.00831,0.0902,121.2079138973706,2.0,0.003268656151519944,14585.789879346643,0.0104,0.1958,0,1.1480600528775642,86246.77104679207,1.2591050925357374,0.0,0.006537312303039888,2.6,0.0671,33547.31672249728,2.3,170427.15251605297,5.080202208892679,0.998692537539392,100,0.662,90,0.05696
2037,2071,2021,1,1,18.489,125.114,0.0,2,0,0,0,75,0,0.0,12000,9640,0,150,0.0,0,40,400000,0,-5.35086474957782e-05,1,60579.36309301065,847.4614499999999,20,476977.02606147,7345446.201346638,16.3,1,1,0.18,0.05,0.77,1,20425,293.54025897200535,618585.0,1.7020833333333334,653.4585257042138,2352.4506925351698,1717117.2938212918,80,1,10063.261295844894,1,1,1,1,10,1,1,1,0.2,81.3241,0.65,0.00113,-0.008131750647495778,3.91210447011552,9681.881372407415,-0.09142873497591662,0.1991,77626.52173913045,0.008078242,0.22877878241325547,2.3,0.19815129611217816,0.7751885712796363,0.7789,0.022,0.02666013260818557,20,80,0.8458887258031231,185058.61968000003,156539,20,2313.232746,1.4,0.03640559011948797,0.08239798645045117,1,1,1,60585.94559714046,16.3,6.370399516077541,67729.375,0.001,4731.8,9,178541,6.582504129806546,4731800.0,9539540.5212294,1,72470.175,287756507.50000006,57019324.925838724,7671626.648818348,420.4051403552454,223065555.92534298,36560.44461616372,1,59937500.0,-331664.826710489,1,1,1,1,1,1,0.000455,1,1,1,1,1,2739.9345375957982,1019.4423871087212,1254.2380567941846,2.40354609929078,0.7340425531914894,1708.6721353428022,0.5964539007092199,1.5,1035,3389,841,137.55971356280855,21130.60102789565,2.311641418246417,15082.694668533031,1458.8275159017671,264794.49909643666,9232860.0,0.1,0.8210554105619059,0.0258,0.00831,0.0902,120.22111938174152,2.0,0.003096642157864593,14467.04204353087,0.0104,0.1958,0,1.178944589438094,86385.77166934941,1.3131530315166648,0.0,0.006193284315729186,2.6,0.0671,33274.196700121,2.3,175293.95840184108,5.268164998291413,0.9987613431368542,100,0.662,90,0.05696
2038,2071,2021,1,1,18.489,125.114,0.0,2,0,0,0,75,0,0.0,12000,9680,0,150,0.0,0,40,400000,0,-0.00012783034258157487,1,61623.109663834264,847.4614499999999,20,476977.02606147,7345446.201346638,16.3,1,1,0.18,0.05,0.77,1,23390,292.26271634735565,618585.0,1.9491666666666667,653.4585257042138,2352.4506925351698,1717117.2938212918,80,1,10063.261295844894,1,1,1,1,10,1,1,1,0.2,81.3241,0.65,0.00113,-0.008141337342581574,3.91210447011552,9898.449477282913,-0.2184084570539477,0.1991,79482.17391304349,0.008013507,0.22630492337961045,2.3,0.19815158652693757,0.7751897074125148,0.7789,0.022,0.026658706060547648,20,80,0.8643423379931695,185058.61968000003,159954,20,2313.232746,1.4,0.03554886584375472,0.08240239440124986,1,1,1,61629.638519151595,16.3,6.360830703083547,67729.375,0.001,4731.8,9,182809,6.528855317333156,4731800.0,9539540.5212294,1,72470.175,294192726.3,58294755.46103011,7842797.415582846,429.78529837393995,228055173.42338705,37378.24292409314,1,59937500.0,-343549.0561133485,1,1,1,1,1,1,0.000455,1,1,1,1,1,2739.7879274044644,1019.3878540831079,1254.170944212128,2.40354609929078,0.7340425531914894,1708.5807066078264,0.5964539007092199,1.5,1035,3389,841,135.64306404369708,21729.638391141747,2.1746306466402117,15510.278230068092,1447.407417676157,272301.2329717011,9232860.0,0.1,0.7921705009210558,0.0258,0.00831,0.0902,119.24129161986488,2.0,0.0029370419840554773,14349.132565567375,0.0104,0.1958,0,1.210439332105259,86523.33138291222,1.3630491651315737,0.0,0.005874083968110955,2.6,0.0671,33003.00490080496,2.3,180263.4162272661,5.462030405081975,0.9988251832063778,100,0.662,90,0.05696
2039,2071,2021,1,1,18.489,125.114,0.0,2,0,0,0,75,0,0.0,12000,9720,0,150,0.0,0,40,400000,0,-0.00020041226465413071,1,62766.155320020815,847.4614499999999,20,476977.02606147,7345446.201346638,16.3,1,1,0.18,0.05,0.77,1,24169,291.71974477311693,618585.0,2.0140833333333332,653.4585257042138,2352.4506925351698,1717117.2938212918,80,1,10063.261295844894,1,1,1,1,10,1,1,1,0.2,81.3241,0.65,0.00113,-0.00815021326465413,3.91210447011552,10135.627997273024,-0.34237675702213155,0.1991,81570.86956521739,0.007949801,0.22419046175496835,2.3,0.19815228028081625,0.7751924214501646,0.7789,0.022,0.026655298269019145,20,80,0.8905016166496891,185058.61968000003,164795,20,2313.232746,1.4,0.034718253446427115,0.08241292619180912,1,1,1,62772.63091000741,16.3,6.346444009743466,67729.375,0.001,4731.8,9,187613,6.475589986590339,4731800.0,9539540.5212294,1,72470.175,301240876.2000002,59691566.53282111,8029665.405931677,440.02566424505585,233519644.26124746,38273.869694418456,1,59937500.0,-354389.5925941969,1,1,1,1,1,1,0.000455,1,1,1,1,1,2739.437699375104,1019.2575835069501,1254.0106231106734,2.40354609929078,0.7340425531914894,1708.3622981507724,0.5964539007092199,1.5,1035,3389,841,133.39649237212222,22341.446443925983,2.057224453363902,15946.977311353681,1442.8871210609623,279968.0005504509,9232860.0,0.1,0.768071129687587,0.0258,0.00831,0.0902,118.26846766717739,2.0,0.0028013284384661996,14232.06590459415,0.0104,0.1958,0,1.2425718270832173,86658.97444695592,1.4032147838540219,0.0,0.005602656876932399,2.6,0.0671,32733.751580566543,2.3,185338.8163643985,5.662009620505304,0.9988794686246135,100,0.662,90,0.05696
2040,2071,2021,1,1,18.489,125.114,0.0,2,0,0,0,75,0,0.0,12000,9760,0,150,0.0,0,40,400000,0,-0.0002713486336227769,1,63910.65055173931,847.4614499999999,20,476977.02606147,7345446.201346638,16.3,1,1,0.18,0.05,0.77,1,24762,290.4227984900806,618585.0,2.0635,653.4585257042138,2352.4506925351698,1717117.2938212918,80,1,10063.261295844894,1,1,1,1,10,1,1,1,0.2,81.3241,0.65,0.00113,-0.008158448633622776,3.91210447011552,10373.114812527218,-0.4634688718706769,0.1991,83483.91304347827,0.0078871,0.2220620604891826,2.3,0.1981533678083156,0.7751966759713563,0.7789,0.022,0.02664995622032802,20,80,0.9185575916103687,185058.61968000003,169987,20,2313.232746,1.4,0.03391180799544277,0.0824294412292125,1,1,1,63917.073265610234,16.3,6.346274991797428,67729.375,0.001,4731.8,9,192013,6.422713870928053,4731800.0,9539540.5212294,1,72470.175,308297526.8999999,61090193.242209755,8216115.594720397,450.24313459067776,238991218.06306976,39170.660640537135,1,59937500.0,-364087.1366841895,1,1,1,1,1,1,0.000455,1,1,1,1,1,2738.8886824618926,1019.0533715547122,1253.7593040017955,2.40354609929078,0.7340425531914894,1708.0199213937503,0.5964539007092199,1.5,1035,3389,841,132.39668985662018,22966.867472965918,1.9645816741912023,16393.393123560632,1435.7416468807328,287805.35680408415,9232860.0,0.1,0.7434553739842693,0.0258,0.00831,0.0902,117.3027522360706,2.0,0.0026972003589470495,14115.854661380337,0.0104,0.1958,0,1.2753928346876409,86792.37093932804,1.4442410433595512,0.0,0.005394400717894099,2.6,0.0671,32466.465721174773,2.3,190527.14620430372,5.8684289149478035,0.9989211198564212,100,0.662,90,0.05696
2041,2071,2021,1,1,18.489,125.114,0.1,2,0,0,0,75,0,0.0,12000,9800,0,150,12.511400000000002,0,40,400000,0,-0.00034007145257509974,1,65334.42554549013,847.4614499999999,20,476977.02606147,7345446.201346638,16.3,1,1,0.18,0.05,0.77,1,25574,290.83884125046467,618585.0,2.1311666666666667,653.4585257042138,2352.4506925351698,1717117.2938212918,80,1,10063.261295844894,1,1,1,1,10,1,1,1,0.2,81.3241,0.65,0.00113,-0.0081654514525751,3.91210447011552,10668.55656695266,-0.5806912031631,0.1991,85933.04347826088,0.00782538,0.22086276861546278,2.3,0.1981548399735048,0.7752024352353737,0.7789,0.022,0.026642724791121526,20,80,0.9435172503822059,185058.61968000003,174606,20,2313.232746,1.4,0.033128861459484314,0.08245180786708271,1,1,1,65340.79578049345,16.3,6.340956052740757,67729.375,0.001,4731.8,9,197646,6.3702350033223984,4731800.0,9539540.5212294,1,72470.175,317075943.7999999,62830132.90313698,8447767.108548513,462.9376375484585,245798043.7883144,40286.29937690473,1,59937500.0,-372640.2384185793,1,1,1,1,1,1,0.000455,1,1,1,1,1,2738.145488760262,1018.7769337382276,1253.4190981277627,2.40354609929078,0.7340425531914894,1707.5564525218797,0.5964539007092199,1.5,1035,3389,841,131.21192407981988,23606.002909469542,1.8738277793857179,16849.598066709084,1425.8316305777664,295814.57280037017,9232860.0,0.1,0.718333564797613,0.0258,0.00831,0.0902,116.34429203870138,2.0,0.002593796584031416,14000.516490818458,0.0104,0.1958,0,1.3088885802698493,86924.76762918466,1.4861107253373118,0.0,0.005187593168062832,2.6,0.0671,32201.18792888245,2.3,195829.24719384505,6.081429282247021,0.9989624813663874,100,0.662,90,0.05696
2042,2071,2021,1,1,18.489,137.6254,0.0,2,0,0,0,75,0,0.0,12000,9840,0,150,0.0,0,40,400000,0,-0.0004062054614783362,1,67967.41277511985,847.4614499999999,20,524674.7286676172,8079990.821481304,16.3,1,1,0.18,0.05,0.77,1,26377,289.99982578111843,618585.0,2.1980833333333334,718.8043782746355,2587.6957617886874,1888829.0232034216,80,1,11069.587425429387,1,1,1,1,10,1,1,1,0.2,89.45651000000001,0.65,0.00113,-0.008170824461478337,3.91210447011552,10943.73416127727,-0.6933828768588036,0.1991,88049.56521739131,0.007764619,0.22357936235417625,2.3,0.19815668448438103,0.7752096511546177,0.7789,0.022,0.02663366436100125,20,80,0.8850807299062534,203564.48164800004,180171,20,2544.5560206000005,1.4,0.03236876078900025,0.08247984869823122,1,1,1,67973.73092606194,16.3,6.348096921694305,67729.375,0.001,4731.8,9,202514,6.31815094208441,4731800.0,10493494.573352342,1,72470.175,325251360.5000001,64450731.2207142,8662635.568516023,474.71242915467803,252137993.7107699,41325.417169195185,1,59937500.0,-379769.61763808585,1,1,1,1,1,1,0.000455,1,1,1,1,1,2737.214323646538,1018.4305782049935,1252.9928460743772,2.40354609929078,0.7340425531914894,1706.9757613187166,0.5964539007092199,1.5,1035,3389,841,130.07847082764349,24258.945380041932,1.788268970510075,17315.65825623043,1412.9847019659337,303996.8092737084,9232860.0,0.1,0.692701159179542,0.0258,0.00831,0.0902,115.39304248070647,2.0,0.0024957698779909387,13886.046026559143,0.0104,0.1958,0,1.343065121093944,87055.97955326448,1.52883140136743,0.0,0.0049915397559818775,2.6,0.0671,31937.905861086027,2.3,201245.88773919496,6.301161028356533,0.9990016920488036,100,0.662,90,0.05696
2043,2071,2021,1,1,18.489,137.6254,0.0,2,0,0,0,75,0,0.0,12000,9880,0,150,0.0,0,40,400000,0,-0.00047136509626393916,1,68970.43026729944,847.4614499999999,20,524674.7286676172,8079990.821481304,16.3,1,1,0.18,0.05,0.77,1,29714,288.49980931478416,618585.0,2.476166666666667,718.8043782746355,2587.6957617886874,1888829.0232034216,80,1,11069.587425429387,1,1,1,1,10,1,1,1,0.2,89.45651000000001,0.65,0.00113,-0.00817616009626394,3.91210447011552,11151.890433022363,-0.8042819575677094,0.1991,90004.34782608696,0.007704795,0.2208091881934472,2.3,0.19815888694973746,0.7752182674291839,0.7789,0.022,0.026622845621078632,20,80,0.9023528982704762,203564.48164800004,183687,20,2544.5560206000005,1.4,0.03163087095290466,0.08251335625929794,1,1,1,68976.69672806958,16.3,6.328275928699095,67729.375,0.001,4731.8,9,207010,6.266460770137271,4731800.0,10493494.573352342,1,72470.175,331434149.1999999,65676622.1026052,8823720.18770514,483.5398662862417,256933806.90968958,42111.45095249812,1,59937500.0,-384266.0617120239,1,1,1,1,1,1,0.000455,1,1,1,1,1,2736.1024522390353,1018.0170072834061,1252.4838735371084,2.40354609929078,0.7340425531914894,1706.2823784418579,0.5964539007092199,1.5,1035,3389,841,128.94770603427014,24925.77587173897,1.7069466842806653,17791.63149942671,1397.0289042256036,312353.0810994858,9232860.0,0.1,0.6665566678991093,0.0258,0.00831,0.0902,114.44898681283674,2.0,0.002401924356812135,13772.441253048946,0.0104,0.1958,0,1.3779244428011876,87186.05802409213,1.5724055535014847,0.0,0.00480384871362427,2.6,0.0671,31676.614882012575,2.3,206777.7396878596,6.52777263157868,0.9990392302572751,100,0.662,90,0.05696
2044,2071,2021,1,1,18.489,137.6254,0.0,2,0,0,0,75,0,0.0,12000,9920,0,150,0.0,0,40,400000,0,-0.0005353332742956771,1,70008.40484707266,847.4614499999999,20,524674.7286676172,8079990.821481304,16.3,1,1,0.18,0.05,0.77,1,30884,286.56513326746284,618585.0,2.5736666666666665,718.8043782746355,2587.6957617886874,1888829.0232034216,80,1,11069.587425429387,1,1,1,1,10,1,1,1,0.2,89.45651000000001,0.65,0.00113,-0.008181218274295677,3.91210447011552,11367.308336822383,-0.9129991736304938,0.1991,91844.78260869566,0.007645885,0.21817338773199604,2.3,0.19816144167557143,0.7752282617835389,0.7789,0.022,0.026610296540889634,20,80,0.9293468018999996,203564.48164800004,189182,20,2544.5560206000005,1.4,0.030914573914790435,0.0825522571126175,1,1,1,70014.62001021454,16.3,6.321177033085121,67729.375,0.001,4731.8,9,211243,6.215163141878778,4731800.0,10493494.573352342,1,72470.175,337832013.20000005,66945278.779872686,8989810.052257743,492.6415908637243,261896924.3678696,42924.90590389383,1,59937500.0,-387759.53998395434,1,1,1,1,1,1,0.000455,1,1,1,1,1,2734.812749043247,1017.5372901725448,1251.8934963554896,2.40354609929078,0.7340425531914894,1705.47809648429,0.5964539007092199,1.5,1035,3389,841,127.5649899435843,25606.56349920669,1.6297847244153048,18277.567129258307,1377.786869523549,320884.25437602366,9232860.0,0.1,0.6398985327735667,0.0258,0.00831,0.0902,113.51210045936844,2.0,0.0023122745813825007,13659.69921292039,0.0104,0.1958,0,1.4134686229685778,87315.0057301264,1.613468622968578,0.0,0.0046245491627650015,2.6,0.0671,31417.308189716896,2.3,212425.37639692766,6.761412375438835,0.999075090167447,100,0.662,90,0.05696
